Filename                                 MP2/aVTZ
098_Na-K_1.30                          105.000895
098_Na-K_1.40                           97.760554
098_Na-K_1.50                           91.451429
098_Na-K_2.00                           68.962759
099_K-K_1.00                           118.506065
099_K-K_1.10                           106.684452
099_K-K_1.20                            97.968115
099_K-K_1.30                            90.841961
099_K-K_1.40                            84.688034
099_K-K_1.50                            79.286635
099_K-K_2.00                            59.858307
100_F-F_1.00                           114.742984
100_F-F_1.10                           105.910730
100_F-F_1.20                            98.459634
100_F-F_1.30                            91.939943
100_F-F_1.40                            86.153325
100_F-F_1.50                            80.984381
100_F-F_2.00                            61.827566
101_F-Cl_1.00                           95.699704
101_F-Cl_1.10                           88.709149
101_F-Cl_1.20                           82.700485
101_F-Cl_1.30                           77.377767
101_F-Cl_1.40                           72.609093
101_F-Cl_1.50                           68.317746
101_F-Cl_2.00                           52.257323
102_F-Br_1.00                           90.274368
102_F-Br_1.10                           83.937201
102_F-Br_1.20                           78.407591
102_F-Br_1.30                           73.462312
102_F-Br_1.40                           69.004470
102_F-Br_1.50                           64.974977
102_F-Br_2.00                           49.792244
103_Cl-Cl_1.00                          83.101424
103_Cl-Cl_1.10                          76.975255
103_Cl-Cl_1.20                          71.762747
103_Cl-Cl_1.30                          67.149597
103_Cl-Cl_1.40                          63.008614
103_Cl-Cl_1.50                          59.276981
103_Cl-Cl_2.00                          45.326209
104_Cl-Br_1.00                          79.368952
104_Cl-Br_1.10                          73.604289
104_Cl-Br_1.20                          68.680024
104_Cl-Br_1.30                          64.306922
104_Cl-Br_1.40                          60.371492
104_Cl-Br_1.50                          56.817449
104_Cl-Br_2.00                          43.485921
105_Br-Br_1.00                          76.068799
105_Br-Br_1.10                          70.588430
105_Br-Br_1.20                          65.902990
105_Br-Br_1.30                          61.734329
105_Br-Br_1.40                          57.976369
105_Br-Br_1.50                          54.577289
105_Br-Br_2.00                          41.797489
106_Li-Water_neq_1.00                   17.712653
106_Li-Water_neq_1.10                   13.161362
106_Li-Water_neq_1.20                   10.881559
106_Li-Water_neq_1.30                    9.639570
106_Li-Water_neq_1.40                    8.845155
106_Li-Water_neq_1.50                    8.229268
106_Li-Water_neq_2.00                    5.750853
107_Na-Water_neq_1.00                   19.223969
107_Na-Water_neq_1.10                   13.455651
107_Na-Water_neq_1.20                   10.646746
107_Na-Water_neq_1.30                    9.105970
107_Na-Water_neq_1.40                    8.116606
107_Na-Water_neq_1.50                    7.371959
107_Na-Water_neq_2.00                    4.810245
108_K-Water_neq_1.00                    16.024594
108_K-Water_neq_1.10                    11.064952
108_K-Water_neq_1.20                     8.767139
108_K-Water_neq_1.30                     7.502085
108_K-Water_neq_1.40                     6.659623
108_K-Water_neq_1.50                     6.005024
108_K-Water_neq_2.00                     3.780169
109_F-Water_neq_1.00                    13.155665
109_F-Water_neq_1.10                    10.871189
109_F-Water_neq_1.20                     9.342210
109_F-Water_neq_1.30                     8.186022
109_F-Water_neq_1.40                     7.249653
109_F-Water_neq_1.50                     6.466625
109_F-Water_neq_2.00                     3.920009
110_Cl-Water_neq_1.00                    9.861711
110_Cl-Water_neq_1.10                    8.087707
110_Cl-Water_neq_1.20                    6.943251
110_Cl-Water_neq_1.30                    6.085731
110_Cl-Water_neq_1.40                    5.389170
110_Cl-Water_neq_1.50                    4.803208
110_Cl-Water_neq_2.00                    2.889411
111_Br-Water_neq_1.00                    9.035991
111_Br-Water_neq_1.10                    7.406066
111_Br-Water_neq_1.20                    6.361825
111_Br-Water_neq_1.30                    5.579837
111_Br-Water_neq_1.40                    4.943611
111_Br-Water_neq_1.50                    4.407067
111_Br-Water_neq_2.00                    2.648427
112_2Li-Water_neq_1.00                 -56.922215
112_2Li-Water_neq_1.10                 -49.023570
112_2Li-Water_neq_1.20                 -41.453907
112_2Li-Water_neq_1.30                 -34.907122
112_2Li-Water_neq_1.40                 -29.484324
112_2Li-Water_neq_1.50                 -25.073119
112_2Li-Water_neq_2.00                 -12.684454
113_2Na-Water_neq_1.00                 -40.571845
113_2Na-Water_neq_1.10                 -36.153087
113_2Na-Water_neq_1.20                 -30.997547
113_2Na-Water_neq_1.30                 -26.277964
113_2Na-Water_neq_1.40                 -22.288390
113_2Na-Water_neq_1.50                 -19.016391
113_2Na-Water_neq_2.00                  -9.763889
114_2K-Water_neq_1.00                  -28.920723
114_2K-Water_neq_1.10                  -26.269592
114_2K-Water_neq_1.20                  -22.561367
114_2K-Water_neq_1.30                  -19.096310
114_2K-Water_neq_1.40                  -16.183166
114_2K-Water_neq_1.50                  -13.814277
114_2K-Water_neq_2.00                   -7.164248
115_2F-Water_neq_1.00                  -39.730241
115_2F-Water_neq_1.10                  -34.649501
115_2F-Water_neq_1.20                  -28.966526
115_2F-Water_neq_1.30                  -23.998628
115_2F-Water_neq_1.40                  -19.972625
115_2F-Water_neq_1.50                  -16.779374
115_2F-Water_neq_2.00                   -8.220490
116_2Cl-Water_neq_1.00                 -24.027631
116_2Cl-Water_neq_1.10                 -22.139944
116_2Cl-Water_neq_1.20                 -18.864240
116_2Cl-Water_neq_1.30                 -15.762348
116_2Cl-Water_neq_1.40                 -13.191835
116_2Cl-Water_neq_1.50                 -11.140777
116_2Cl-Water_neq_2.00                  -5.587679
117_2Br-Water_neq_1.00                 -20.625082
117_2Br-Water_neq_1.10                 -19.440965
117_2Br-Water_neq_1.20                 -16.693963
117_2Br-Water_neq_1.30                 -13.995254
117_2Br-Water_neq_1.40                 -11.736301
117_2Br-Water_neq_1.50                  -9.929205
117_2Br-Water_neq_2.00                  -5.017618
118_Li-Water_Cls_000                  -100.717764
118_Li-Water_Cls_001                  -112.379913
118_Li-Water_Cls_002                  -104.787511
118_Li-Water_Cls_003                   -79.033421
118_Li-Water_Cls_004                   -99.122251
118_Li-Water_Cls_005                   -99.049998
118_Li-Water_Cls_006                   -83.612102
118_Li-Water_Cls_007                   -92.776106
118_Li-Water_Cls_008                  -100.550500
118_Li-Water_Cls_009                  -102.030298
118_Li-Water_Cls_010                   -80.460406
118_Li-Water_Cls_011                  -103.928355
118_Li-Water_Cls_012                   -83.678321
118_Li-Water_Cls_013                  -100.027687
118_Li-Water_Cls_014                  -105.298193
118_Li-Water_Cls_015                   -50.501077
118_Li-Water_Cls_016                  -100.281236
118_Li-Water_Cls_017                   -99.026336
118_Li-Water_Cls_018                   -99.053351
118_Li-Water_Cls_019                   -93.985973
118_Li-Water_Cls_020                  -102.545734
118_Li-Water_Cls_021                   -91.198296
118_Li-Water_Cls_022                   -84.274338
118_Li-Water_Cls_023                   -94.929679
118_Li-Water_Cls_024                  -105.480906
118_Li-Water_Cls_025                   -98.321596
118_Li-Water_Cls_026                   -91.729648
118_Li-Water_Cls_027                   -78.555824
118_Li-Water_Cls_028                   -81.120809
118_Li-Water_Cls_029                   -99.945291
118_Li-Water_Cls_030                   -97.280890
118_Li-Water_Cls_031                   -80.027144
118_Li-Water_Cls_032                   -92.131463
118_Li-Water_Cls_033                  -102.172276
118_Li-Water_Cls_034                   -79.110558
118_Li-Water_Cls_035                  -105.023326
118_Li-Water_Cls_036                  -101.951431
118_Li-Water_Cls_037                   -94.633716
118_Li-Water_Cls_038                  -100.896873
118_Li-Water_Cls_039                  -103.329820
118_Li-Water_Cls_040                   -73.555368
118_Li-Water_Cls_041                   -98.395865
118_Li-Water_Cls_042                  -103.252865
118_Li-Water_Cls_043                  -102.128123
118_Li-Water_Cls_044                  -100.085634
118_Li-Water_Cls_045                   -98.962263
118_Li-Water_Cls_046                   -98.702777
118_Li-Water_Cls_047                  -102.968266
118_Li-Water_Cls_048                   -83.825558
118_Li-Water_Cls_049                   -90.334666
118_Li-Water_Cls_050                  -102.003037
118_Li-Water_Cls_051                   -97.944292
118_Li-Water_Cls_052                   -97.830021
118_Li-Water_Cls_053                  -100.854079
118_Li-Water_Cls_054                   -95.791924
118_Li-Water_Cls_055                   -96.894978
118_Li-Water_Cls_056                  -104.067863
118_Li-Water_Cls_057                  -101.190578
118_Li-Water_Cls_058                   -99.504204
118_Li-Water_Cls_059                   -99.971719
118_Li-Water_Cls_060                  -102.307014
118_Li-Water_Cls_061                   -98.492859
118_Li-Water_Cls_062                  -103.131814
118_Li-Water_Cls_063                   -99.149843
118_Li-Water_Cls_064                   -93.947777
118_Li-Water_Cls_065                  -103.114938
118_Li-Water_Cls_066                  -100.650323
118_Li-Water_Cls_067                   -98.502691
118_Li-Water_Cls_068                   -99.962623
118_Li-Water_Cls_069                  -104.649115
118_Li-Water_Cls_070                   -96.697567
118_Li-Water_Cls_071                   -99.283525
118_Li-Water_Cls_072                   -86.486994
118_Li-Water_Cls_073                   -99.282958
118_Li-Water_Cls_074                  -100.287589
118_Li-Water_Cls_075                   -99.378137
118_Li-Water_Cls_076                  -103.218257
118_Li-Water_Cls_077                  -102.822855
118_Li-Water_Cls_078                   -80.768905
118_Li-Water_Cls_079                  -103.579244
118_Li-Water_Cls_080                  -100.846267
118_Li-Water_Cls_081                  -101.299878
118_Li-Water_Cls_082                  -101.584257
118_Li-Water_Cls_083                   -95.730066
118_Li-Water_Cls_084                  -102.877511
118_Li-Water_Cls_085                   -83.422052
118_Li-Water_Cls_086                   -99.900025
118_Li-Water_Cls_087                  -104.737451
118_Li-Water_Cls_088                  -100.051273
118_Li-Water_Cls_089                   -83.474401
118_Li-Water_Cls_090                  -100.268876
118_Li-Water_Cls_091                  -102.570879
118_Li-Water_Cls_092                  -101.076059
118_Li-Water_Cls_093                   -99.254878
118_Li-Water_Cls_094                  -101.289209
118_Li-Water_Cls_095                  -102.287285
118_Li-Water_Cls_096                  -102.553840
118_Li-Water_Cls_097                  -100.227659
118_Li-Water_Cls_098                  -103.204007
118_Li-Water_Cls_099                   -84.912670
119_Na-Water_Cls_000                   -54.618785
119_Na-Water_Cls_001                   -72.799640
119_Na-Water_Cls_002                   -84.807800
119_Na-Water_Cls_003                   -73.351180
119_Na-Water_Cls_004                   -72.437865
119_Na-Water_Cls_005                   -61.061682
119_Na-Water_Cls_006                   -65.081782
119_Na-Water_Cls_007                   -80.941207
119_Na-Water_Cls_008                   -79.448945
119_Na-Water_Cls_009                   -80.367073
119_Na-Water_Cls_010                   -81.922798
119_Na-Water_Cls_011                   -69.289970
119_Na-Water_Cls_012                   -75.234945
119_Na-Water_Cls_013                   -84.178756
119_Na-Water_Cls_014                   -76.634187
119_Na-Water_Cls_015                   -70.522551
119_Na-Water_Cls_016                   -84.954121
119_Na-Water_Cls_017                   -72.119386
119_Na-Water_Cls_018                   -91.436056
119_Na-Water_Cls_019                   -69.250280
119_Na-Water_Cls_020                   -78.342966
119_Na-Water_Cls_021                   -80.915420
119_Na-Water_Cls_022                   -69.754218
119_Na-Water_Cls_023                   -75.912729
119_Na-Water_Cls_024                   -64.813156
119_Na-Water_Cls_025                   -78.924541
119_Na-Water_Cls_026                   -90.331583
119_Na-Water_Cls_027                   -49.528279
119_Na-Water_Cls_028                   -66.828188
119_Na-Water_Cls_029                   -73.324958
119_Na-Water_Cls_030                   -89.668772
119_Na-Water_Cls_031                   -83.803624
119_Na-Water_Cls_032                   -73.100294
119_Na-Water_Cls_033                   -37.862751
119_Na-Water_Cls_034                   -89.623752
119_Na-Water_Cls_035                   -72.602369
119_Na-Water_Cls_036                   -70.432945
119_Na-Water_Cls_037                   -82.943748
119_Na-Water_Cls_038                   -86.118623
119_Na-Water_Cls_039                   -83.814252
119_Na-Water_Cls_040                   -80.640014
119_Na-Water_Cls_041                   -77.321371
119_Na-Water_Cls_042                   -70.434262
119_Na-Water_Cls_043                   -80.130976
119_Na-Water_Cls_044                   -70.473563
119_Na-Water_Cls_045                   -79.319020
119_Na-Water_Cls_046                   -79.557389
119_Na-Water_Cls_047                   -57.115310
119_Na-Water_Cls_048                   -73.175923
119_Na-Water_Cls_049                   -85.577005
119_Na-Water_Cls_050                   -76.764113
119_Na-Water_Cls_051                   -64.593863
119_Na-Water_Cls_052                   -64.467297
119_Na-Water_Cls_053                   -86.223752
119_Na-Water_Cls_054                   -73.286403
119_Na-Water_Cls_055                   -62.444681
119_Na-Water_Cls_056                   -79.236934
119_Na-Water_Cls_057                   -74.562091
119_Na-Water_Cls_058                   -89.591331
119_Na-Water_Cls_059                   -83.919546
119_Na-Water_Cls_060                   -78.983136
119_Na-Water_Cls_061                   -81.520939
119_Na-Water_Cls_062                   -82.464998
119_Na-Water_Cls_063                   -66.973471
119_Na-Water_Cls_064                   -79.446175
119_Na-Water_Cls_065                   -74.147845
119_Na-Water_Cls_066                   -82.954141
119_Na-Water_Cls_067                   -81.871831
119_Na-Water_Cls_068                   -63.954614
119_Na-Water_Cls_069                   -65.537764
119_Na-Water_Cls_070                   -94.502349
119_Na-Water_Cls_071                   -80.111960
119_Na-Water_Cls_072                   -74.005451
119_Na-Water_Cls_073                   -80.131732
119_Na-Water_Cls_074                   -70.492885
119_Na-Water_Cls_075                   -63.783344
119_Na-Water_Cls_076                   -66.342234
119_Na-Water_Cls_077                   -75.049935
119_Na-Water_Cls_078                   -86.359939
119_Na-Water_Cls_079                   -84.002845
119_Na-Water_Cls_080                   -73.265085
119_Na-Water_Cls_081                   -75.370709
119_Na-Water_Cls_082                   -74.318376
119_Na-Water_Cls_083                   -90.133387
119_Na-Water_Cls_084                   -79.800022
119_Na-Water_Cls_085                   -81.731602
119_Na-Water_Cls_086                   -71.808172
119_Na-Water_Cls_087                   -78.585010
119_Na-Water_Cls_088                   -79.811424
119_Na-Water_Cls_089                   -66.040348
119_Na-Water_Cls_090                   -78.641480
119_Na-Water_Cls_091                   -78.115846
119_Na-Water_Cls_092                   -79.925583
119_Na-Water_Cls_093                   -62.031872
119_Na-Water_Cls_094                   -90.734594
119_Na-Water_Cls_095                   -82.589875
119_Na-Water_Cls_096                   -62.258027
119_Na-Water_Cls_097                   -80.731724
119_Na-Water_Cls_098                   -67.253413
119_Na-Water_Cls_099                   -61.404447
120_K-Water_Cls_000                    -72.563965
120_K-Water_Cls_001                    -66.431313
120_K-Water_Cls_002                    -75.885969
120_K-Water_Cls_003                    -60.053877
120_K-Water_Cls_004                    -63.250053
120_K-Water_Cls_005                    -51.396450
120_K-Water_Cls_006                    -57.003377
120_K-Water_Cls_007                    -46.680839
120_K-Water_Cls_008                    -67.424462
120_K-Water_Cls_009                    -49.679771
120_K-Water_Cls_010                    -57.032705
120_K-Water_Cls_011                    -61.988551
120_K-Water_Cls_012                    -53.659091
120_K-Water_Cls_013                    -31.846600
120_K-Water_Cls_014                    -59.783863
120_K-Water_Cls_015                    -64.581871
120_K-Water_Cls_016                    -38.664731
120_K-Water_Cls_017                    -65.386945
120_K-Water_Cls_018                    -54.988608
120_K-Water_Cls_019                    -54.823550
120_K-Water_Cls_020                    -66.920581
120_K-Water_Cls_021                    -73.240042
120_K-Water_Cls_022                    -52.304849
120_K-Water_Cls_023                    -70.308213
120_K-Water_Cls_024                    -67.748697
120_K-Water_Cls_025                    -63.224511
120_K-Water_Cls_026                    -60.273963
120_K-Water_Cls_027                    -64.907856
120_K-Water_Cls_028                    -50.039151
120_K-Water_Cls_029                    -61.676647
120_K-Water_Cls_030                    -62.166013
120_K-Water_Cls_031                    -71.997956
120_K-Water_Cls_032                    -71.567308
120_K-Water_Cls_033                    -64.520707
120_K-Water_Cls_034                    -53.247424
120_K-Water_Cls_035                    -41.205016
120_K-Water_Cls_036                    -52.908524
120_K-Water_Cls_037                    -73.199879
120_K-Water_Cls_038                    -43.853885
120_K-Water_Cls_039                    -68.413059
120_K-Water_Cls_040                    -67.760736
120_K-Water_Cls_041                    -69.369516
120_K-Water_Cls_042                    -56.336472
120_K-Water_Cls_043                    -53.667934
120_K-Water_Cls_044                    -48.973712
120_K-Water_Cls_045                    -49.069057
120_K-Water_Cls_046                    -51.995724
120_K-Water_Cls_047                    -65.555150
120_K-Water_Cls_048                    -71.000867
120_K-Water_Cls_049                    -64.830389
120_K-Water_Cls_050                    -40.232499
120_K-Water_Cls_051                    -75.332150
120_K-Water_Cls_052                    -75.549767
120_K-Water_Cls_053                    -74.722862
120_K-Water_Cls_054                    -62.856981
120_K-Water_Cls_055                    -68.417158
120_K-Water_Cls_056                    -64.152573
120_K-Water_Cls_057                    -65.057712
120_K-Water_Cls_058                    -61.065515
120_K-Water_Cls_059                    -60.017591
120_K-Water_Cls_060                    -52.902392
120_K-Water_Cls_061                    -61.537502
120_K-Water_Cls_062                    -44.534759
120_K-Water_Cls_063                    -61.694184
120_K-Water_Cls_064                    -62.423329
120_K-Water_Cls_065                    -77.941586
120_K-Water_Cls_066                    -43.374400
120_K-Water_Cls_067                    -60.484248
120_K-Water_Cls_068                    -65.054775
120_K-Water_Cls_069                    -65.627971
120_K-Water_Cls_070                    -51.146913
120_K-Water_Cls_071                    -62.611197
120_K-Water_Cls_072                    -38.204884
120_K-Water_Cls_073                    -57.418568
120_K-Water_Cls_074                    -54.698302
120_K-Water_Cls_075                    -62.578604
120_K-Water_Cls_076                    -60.319092
120_K-Water_Cls_077                    -53.260651
120_K-Water_Cls_078                    -74.335018
120_K-Water_Cls_079                    -55.697417
120_K-Water_Cls_080                    -55.709340
120_K-Water_Cls_081                    -48.605520
120_K-Water_Cls_082                    -56.895851
120_K-Water_Cls_083                    -46.498002
120_K-Water_Cls_084                    -48.532617
120_K-Water_Cls_085                    -63.245674
120_K-Water_Cls_086                    -47.336323
120_K-Water_Cls_087                    -71.293275
120_K-Water_Cls_088                    -71.341917
120_K-Water_Cls_089                    -56.207126
120_K-Water_Cls_090                    -49.957112
120_K-Water_Cls_091                    -76.110970
120_K-Water_Cls_092                    -62.864570
120_K-Water_Cls_093                    -61.415112
120_K-Water_Cls_094                    -47.933845
120_K-Water_Cls_095                    -52.631417
120_K-Water_Cls_096                    -54.501347
120_K-Water_Cls_097                    -77.563501
120_K-Water_Cls_098                    -63.544011
120_K-Water_Cls_099                    -57.354195
121_F-Water_Cls_000                    -81.778341
121_F-Water_Cls_001                    -92.220893
121_F-Water_Cls_002                    -96.242006
121_F-Water_Cls_003                    -93.816379
121_F-Water_Cls_004                    -85.891306
121_F-Water_Cls_005                   -100.644529
121_F-Water_Cls_006                    -82.632530
121_F-Water_Cls_007                    -85.377092
121_F-Water_Cls_008                    -94.759549
121_F-Water_Cls_009                    -93.307039
121_F-Water_Cls_010                    -71.173807
121_F-Water_Cls_011                    -82.195134
121_F-Water_Cls_012                    -71.368328
121_F-Water_Cls_013                   -107.031301
121_F-Water_Cls_014                    -85.744640
121_F-Water_Cls_015                    -80.436691
121_F-Water_Cls_016                    -83.700087
121_F-Water_Cls_017                    -93.591755
121_F-Water_Cls_018                    -68.731943
121_F-Water_Cls_019                    -86.016888
121_F-Water_Cls_020                    -88.101898
121_F-Water_Cls_021                    -84.616732
121_F-Water_Cls_022                    -81.524124
121_F-Water_Cls_023                    -84.333172
121_F-Water_Cls_024                    -83.644687
121_F-Water_Cls_025                    -88.063838
121_F-Water_Cls_026                    -87.420719
121_F-Water_Cls_027                    -92.350067
121_F-Water_Cls_028                    -94.874970
121_F-Water_Cls_029                    -95.891916
121_F-Water_Cls_030                    -71.954839
121_F-Water_Cls_031                    -95.249143
121_F-Water_Cls_032                    -94.640739
121_F-Water_Cls_033                    -88.760601
121_F-Water_Cls_034                    -77.952836
121_F-Water_Cls_035                    -88.380366
121_F-Water_Cls_036                    -85.222009
121_F-Water_Cls_037                    -82.126109
121_F-Water_Cls_038                    -82.384757
121_F-Water_Cls_039                    -81.778533
121_F-Water_Cls_040                    -92.343966
121_F-Water_Cls_041                    -95.753319
121_F-Water_Cls_042                    -94.108582
121_F-Water_Cls_043                    -86.529636
121_F-Water_Cls_044                    -87.476308
121_F-Water_Cls_045                    -81.782814
121_F-Water_Cls_046                    -89.869851
121_F-Water_Cls_047                    -91.007304
121_F-Water_Cls_048                    -94.377159
121_F-Water_Cls_049                    -71.685820
121_F-Water_Cls_050                    -97.508623
121_F-Water_Cls_051                    -85.241257
121_F-Water_Cls_052                    -89.509731
121_F-Water_Cls_053                    -92.221554
121_F-Water_Cls_054                    -89.727924
121_F-Water_Cls_055                    -92.877826
121_F-Water_Cls_056                    -76.019434
121_F-Water_Cls_057                    -82.448498
121_F-Water_Cls_058                    -91.263360
121_F-Water_Cls_059                    -95.227875
121_F-Water_Cls_060                    -83.021712
121_F-Water_Cls_061                    -82.794739
121_F-Water_Cls_062                    -97.736770
121_F-Water_Cls_063                    -87.638855
121_F-Water_Cls_064                    -79.377020
121_F-Water_Cls_065                   -100.871403
121_F-Water_Cls_066                    -88.424944
121_F-Water_Cls_067                    -94.957799
121_F-Water_Cls_068                   -100.505720
121_F-Water_Cls_069                    -76.070139
121_F-Water_Cls_070                    -75.080547
121_F-Water_Cls_071                    -88.602857
121_F-Water_Cls_072                    -96.379244
121_F-Water_Cls_073                    -83.148466
121_F-Water_Cls_074                    -90.174547
121_F-Water_Cls_075                    -85.321899
121_F-Water_Cls_076                    -86.478903
121_F-Water_Cls_077                    -56.680216
121_F-Water_Cls_078                    -81.206958
121_F-Water_Cls_079                    -80.133734
121_F-Water_Cls_080                    -87.255772
121_F-Water_Cls_081                    -84.046398
121_F-Water_Cls_082                    -70.570894
121_F-Water_Cls_083                    -89.508391
121_F-Water_Cls_084                    -85.345948
121_F-Water_Cls_085                    -84.168652
121_F-Water_Cls_086                    -85.643306
121_F-Water_Cls_087                    -90.965851
121_F-Water_Cls_088                    -90.673042
121_F-Water_Cls_089                    -82.811936
121_F-Water_Cls_090                    -95.784293
121_F-Water_Cls_091                    -92.564843
121_F-Water_Cls_092                    -91.155256
121_F-Water_Cls_093                    -82.901239
121_F-Water_Cls_094                    -96.416358
121_F-Water_Cls_095                    -71.545746
121_F-Water_Cls_096                    -76.708221
121_F-Water_Cls_097                    -83.828765
121_F-Water_Cls_098                    -99.663190
121_F-Water_Cls_099                    -84.094062
122_Cl-Water_Cls_000                   -36.033103
122_Cl-Water_Cls_001                   -48.224896
122_Cl-Water_Cls_002                   -50.835645
122_Cl-Water_Cls_003                   -46.646212
122_Cl-Water_Cls_004                   -43.313372
122_Cl-Water_Cls_005                   -52.869218
122_Cl-Water_Cls_006                   -50.469565
122_Cl-Water_Cls_007                   -53.340185
122_Cl-Water_Cls_008                   -56.415406
122_Cl-Water_Cls_009                   -49.381742
122_Cl-Water_Cls_010                   -51.602701
122_Cl-Water_Cls_011                   -46.969782
122_Cl-Water_Cls_012                   -45.242629
122_Cl-Water_Cls_013                   -65.442777
122_Cl-Water_Cls_014                   -52.749668
122_Cl-Water_Cls_015                   -50.128687
122_Cl-Water_Cls_016                   -59.511300
122_Cl-Water_Cls_017                   -45.976451
122_Cl-Water_Cls_018                   -53.742048
122_Cl-Water_Cls_019                   -48.548250
122_Cl-Water_Cls_020                   -51.535175
122_Cl-Water_Cls_021                   -47.500933
122_Cl-Water_Cls_022                   -60.187422
122_Cl-Water_Cls_023                   -54.266602
122_Cl-Water_Cls_024                   -51.115395
122_Cl-Water_Cls_025                   -55.502916
122_Cl-Water_Cls_026                   -43.991057
122_Cl-Water_Cls_027                   -46.352747
122_Cl-Water_Cls_028                   -41.917493
122_Cl-Water_Cls_029                   -52.359778
122_Cl-Water_Cls_030                   -45.760774
122_Cl-Water_Cls_031                   -49.248339
122_Cl-Water_Cls_032                   -51.167666
122_Cl-Water_Cls_033                   -46.734650
122_Cl-Water_Cls_034                   -46.582196
122_Cl-Water_Cls_035                   -44.916774
122_Cl-Water_Cls_036                   -54.768523
122_Cl-Water_Cls_037                   -46.759842
122_Cl-Water_Cls_038                   -46.833218
122_Cl-Water_Cls_039                   -41.762062
122_Cl-Water_Cls_040                   -37.772079
122_Cl-Water_Cls_041                   -30.637566
122_Cl-Water_Cls_042                   -39.791647
122_Cl-Water_Cls_043                   -55.976986
122_Cl-Water_Cls_044                   -60.115837
122_Cl-Water_Cls_045                   -64.067927
122_Cl-Water_Cls_046                   -42.632175
122_Cl-Water_Cls_047                   -53.305870
122_Cl-Water_Cls_048                   -54.817951
122_Cl-Water_Cls_049                   -52.679153
122_Cl-Water_Cls_050                   -53.447484
122_Cl-Water_Cls_051                   -44.080095
122_Cl-Water_Cls_052                   -46.452356
122_Cl-Water_Cls_053                   -41.198378
122_Cl-Water_Cls_054                   -61.040344
122_Cl-Water_Cls_055                   -51.263937
122_Cl-Water_Cls_056                   -57.124745
122_Cl-Water_Cls_057                   -62.266410
122_Cl-Water_Cls_058                   -42.343040
122_Cl-Water_Cls_059                   -65.630649
122_Cl-Water_Cls_060                   -55.304591
122_Cl-Water_Cls_061                   -56.045400
122_Cl-Water_Cls_062                   -56.777237
122_Cl-Water_Cls_063                   -41.989978
122_Cl-Water_Cls_064                   -51.961786
122_Cl-Water_Cls_065                   -36.446137
122_Cl-Water_Cls_066                   -37.154451
122_Cl-Water_Cls_067                   -44.728137
122_Cl-Water_Cls_068                   -60.747925
122_Cl-Water_Cls_069                   -52.160584
122_Cl-Water_Cls_070                   -57.475270
122_Cl-Water_Cls_071                   -57.138643
122_Cl-Water_Cls_072                   -56.583725
122_Cl-Water_Cls_073                   -46.534761
122_Cl-Water_Cls_074                   -50.284828
122_Cl-Water_Cls_075                   -40.608176
122_Cl-Water_Cls_076                   -42.195232
122_Cl-Water_Cls_077                   -52.616580
122_Cl-Water_Cls_078                   -54.297519
122_Cl-Water_Cls_079                   -54.790479
122_Cl-Water_Cls_080                   -59.389036
122_Cl-Water_Cls_081                   -48.040737
122_Cl-Water_Cls_082                   -35.365841
122_Cl-Water_Cls_083                   -54.246445
122_Cl-Water_Cls_084                   -42.971698
122_Cl-Water_Cls_085                   -51.037108
122_Cl-Water_Cls_086                   -42.631402
122_Cl-Water_Cls_087                   -38.387765
122_Cl-Water_Cls_088                   -56.685399
122_Cl-Water_Cls_089                   -55.528491
122_Cl-Water_Cls_090                   -61.498102
122_Cl-Water_Cls_091                   -66.077707
122_Cl-Water_Cls_092                   -55.413593
122_Cl-Water_Cls_093                   -59.745076
122_Cl-Water_Cls_094                   -52.908099
122_Cl-Water_Cls_095                   -51.969572
122_Cl-Water_Cls_096                   -56.268734
122_Cl-Water_Cls_097                   -57.099235
122_Cl-Water_Cls_098                   -56.978860
122_Cl-Water_Cls_099                   -50.943800
123_Br-Water_Cls_000                   -32.004555
123_Br-Water_Cls_001                   -53.805446
123_Br-Water_Cls_002                   -54.460774
123_Br-Water_Cls_003                   -22.080203
123_Br-Water_Cls_004                   -49.969944
123_Br-Water_Cls_005                   -42.811023
123_Br-Water_Cls_006                   -47.708180
123_Br-Water_Cls_007                   -59.928758
123_Br-Water_Cls_008                   -28.933961
123_Br-Water_Cls_009                   -45.298158
123_Br-Water_Cls_010                   -28.875557
123_Br-Water_Cls_011                   -39.952889
123_Br-Water_Cls_012                   -50.471506
123_Br-Water_Cls_013                   -41.763119
123_Br-Water_Cls_014                   -41.897330
123_Br-Water_Cls_015                   -52.057102
123_Br-Water_Cls_016                   -43.513727
123_Br-Water_Cls_017                   -44.774167
123_Br-Water_Cls_018                   -42.626510
123_Br-Water_Cls_019                   -47.331642
123_Br-Water_Cls_020                   -48.851656
123_Br-Water_Cls_021                   -44.821532
123_Br-Water_Cls_022                   -46.197390
123_Br-Water_Cls_023                   -38.338629
123_Br-Water_Cls_024                   -41.449463
123_Br-Water_Cls_025                   -49.491812
123_Br-Water_Cls_026                   -41.754748
123_Br-Water_Cls_027                   -50.258641
123_Br-Water_Cls_028                   -30.133797
123_Br-Water_Cls_029                   -32.564328
123_Br-Water_Cls_030                   -45.823230
123_Br-Water_Cls_031                   -40.781555
123_Br-Water_Cls_032                   -34.820153
123_Br-Water_Cls_033                   -39.426476
123_Br-Water_Cls_034                   -49.157038
123_Br-Water_Cls_035                   -32.508407
123_Br-Water_Cls_036                   -42.380450
123_Br-Water_Cls_037                   -42.872447
