Filename                                   AMOEBA
122_Cl-Water_Cls_045                   -58.476696
122_Cl-Water_Cls_046                   -43.063588
122_Cl-Water_Cls_047                   -51.537964
122_Cl-Water_Cls_048                   -51.997561
122_Cl-Water_Cls_049                   -51.710457
122_Cl-Water_Cls_050                   -53.503650
122_Cl-Water_Cls_051                   -44.487739
122_Cl-Water_Cls_052                   -45.797680
122_Cl-Water_Cls_053                   -41.137640
122_Cl-Water_Cls_054                   -55.433733
122_Cl-Water_Cls_055                   -51.421393
122_Cl-Water_Cls_056                   -54.554448
122_Cl-Water_Cls_057                   -58.444350
122_Cl-Water_Cls_058                   -41.141694
122_Cl-Water_Cls_059                   -63.340847
122_Cl-Water_Cls_060                   -51.847920
122_Cl-Water_Cls_061                   -53.343970
122_Cl-Water_Cls_062                   -54.035962
122_Cl-Water_Cls_063                   -41.526929
122_Cl-Water_Cls_064                   -49.946197
122_Cl-Water_Cls_065                   -37.748597
122_Cl-Water_Cls_066                   -39.922917
122_Cl-Water_Cls_067                   -41.814528
122_Cl-Water_Cls_068                   -56.384222
122_Cl-Water_Cls_069                   -49.058888
122_Cl-Water_Cls_070                   -55.011188
122_Cl-Water_Cls_071                   -57.971922
122_Cl-Water_Cls_072                   -54.327786
122_Cl-Water_Cls_073                   -49.481602
122_Cl-Water_Cls_074                   -47.837976
122_Cl-Water_Cls_075                   -39.010968
122_Cl-Water_Cls_076                   -41.036836
122_Cl-Water_Cls_077                   -54.374855
122_Cl-Water_Cls_078                   -58.047294
122_Cl-Water_Cls_079                   -52.492353
122_Cl-Water_Cls_080                   -52.952786
122_Cl-Water_Cls_081                   -45.311618
122_Cl-Water_Cls_082                   -37.445191
122_Cl-Water_Cls_083                   -50.206725
122_Cl-Water_Cls_084                   -43.239004
122_Cl-Water_Cls_085                   -46.894091
122_Cl-Water_Cls_086                   -43.530187
122_Cl-Water_Cls_087                   -36.928159
122_Cl-Water_Cls_088                   -55.312404
122_Cl-Water_Cls_089                   -52.776886
122_Cl-Water_Cls_090                   -60.051684
122_Cl-Water_Cls_091                   -60.647289
122_Cl-Water_Cls_092                   -51.466292
122_Cl-Water_Cls_093                   -61.505443
122_Cl-Water_Cls_094                   -50.317422
122_Cl-Water_Cls_095                   -51.598157
122_Cl-Water_Cls_096                   -54.523646
122_Cl-Water_Cls_097                   -55.496573
122_Cl-Water_Cls_098                   -54.580999
122_Cl-Water_Cls_099                   -47.200999
123_Br-Water_Cls_000                   -31.713793
123_Br-Water_Cls_001                   -51.405555
123_Br-Water_Cls_002                   -50.808041
123_Br-Water_Cls_003                   -23.633395
123_Br-Water_Cls_004                   -50.547576
123_Br-Water_Cls_005                   -46.002755
123_Br-Water_Cls_006                   -44.574296
123_Br-Water_Cls_007                   -52.715544
123_Br-Water_Cls_008                   -28.987208
123_Br-Water_Cls_009                   -43.760290
123_Br-Water_Cls_010                   -31.153113
123_Br-Water_Cls_011                   -42.239372
123_Br-Water_Cls_012                   -44.730388
123_Br-Water_Cls_013                   -40.922102
123_Br-Water_Cls_014                   -41.045686
123_Br-Water_Cls_015                   -50.110452
123_Br-Water_Cls_016                   -43.350925
123_Br-Water_Cls_017                   -45.767930
123_Br-Water_Cls_018                   -42.302060
123_Br-Water_Cls_019                   -45.811879
123_Br-Water_Cls_020                   -47.839018
123_Br-Water_Cls_021                   -44.042214
123_Br-Water_Cls_022                   -46.455238
123_Br-Water_Cls_023                   -38.247987
123_Br-Water_Cls_024                   -39.689382
123_Br-Water_Cls_025                   -48.033884
123_Br-Water_Cls_026                   -42.936407
123_Br-Water_Cls_027                   -48.667698
123_Br-Water_Cls_028                   -29.162211
123_Br-Water_Cls_029                   -34.513564
123_Br-Water_Cls_030                   -45.859045
123_Br-Water_Cls_031                   -39.378257
123_Br-Water_Cls_032                   -32.201417
123_Br-Water_Cls_033                   -37.121459
123_Br-Water_Cls_034                   -49.866241
123_Br-Water_Cls_035                   -30.955058
123_Br-Water_Cls_036                   -45.139470
123_Br-Water_Cls_037                   -41.418368
123_Br-Water_Cls_038                   -45.230818
123_Br-Water_Cls_039                   -47.159358
123_Br-Water_Cls_040                   -48.139964
123_Br-Water_Cls_041                   -46.069531
123_Br-Water_Cls_042                   -47.473103
123_Br-Water_Cls_043                   -50.668073
123_Br-Water_Cls_044                   -46.006655
123_Br-Water_Cls_045                   -38.228188
123_Br-Water_Cls_046                   -48.634198
123_Br-Water_Cls_047                   -42.405426
123_Br-Water_Cls_048                   -36.717962
123_Br-Water_Cls_049                   -35.867368
123_Br-Water_Cls_050                   -48.427461
123_Br-Water_Cls_051                   -45.997651
123_Br-Water_Cls_052                   -32.922060
123_Br-Water_Cls_053                   -39.576609
123_Br-Water_Cls_054                   -41.673844
123_Br-Water_Cls_055                   -45.978844
123_Br-Water_Cls_056                   -51.716501
123_Br-Water_Cls_057                   -29.798935
123_Br-Water_Cls_058                   -47.009163
123_Br-Water_Cls_059                   -44.677866
123_Br-Water_Cls_060                   -40.061278
123_Br-Water_Cls_061                   -45.059024
123_Br-Water_Cls_062                   -53.293918
123_Br-Water_Cls_063                   -42.516869
123_Br-Water_Cls_064                   -55.214200
123_Br-Water_Cls_065                   -50.319297
123_Br-Water_Cls_066                   -28.668156
123_Br-Water_Cls_067                   -33.184131
123_Br-Water_Cls_068                   -35.635269
123_Br-Water_Cls_069                   -45.900593
123_Br-Water_Cls_070                   -44.556175
123_Br-Water_Cls_071                   -42.043068
123_Br-Water_Cls_072                   -45.547563
123_Br-Water_Cls_073                   -41.875239
123_Br-Water_Cls_074                   -34.136932
123_Br-Water_Cls_075                   -37.338123
123_Br-Water_Cls_076                   -45.136086
123_Br-Water_Cls_077                   -47.972038
123_Br-Water_Cls_078                   -32.935442
123_Br-Water_Cls_079                   -42.461056
123_Br-Water_Cls_080                   -34.489422
123_Br-Water_Cls_081                   -33.163389
123_Br-Water_Cls_082                   -31.782569
123_Br-Water_Cls_083                   -59.950812
123_Br-Water_Cls_084                   -51.531244
123_Br-Water_Cls_085                   -46.313157
123_Br-Water_Cls_086                   -52.354308
123_Br-Water_Cls_087                   -39.316519
123_Br-Water_Cls_088                   -32.039426
123_Br-Water_Cls_089                   -40.827315
123_Br-Water_Cls_090                   -38.724524
123_Br-Water_Cls_091                   -32.922312
123_Br-Water_Cls_092                   -48.392460
123_Br-Water_Cls_093                   -31.933542
123_Br-Water_Cls_094                   -47.654110
123_Br-Water_Cls_095                   -35.469110
123_Br-Water_Cls_096                   -50.209457
123_Br-Water_Cls_097                   -43.147710
123_Br-Water_Cls_098                   -53.040354
123_Br-Water_Cls_099                   -43.559914
