Filename                           Electrostatics        Exchange      Dispersion       Induction     SAPT2+/aVTZ
014_Cl-Water_0.95                      -25.027906       28.073422       -6.453227      -11.860595      -15.268306
014_Cl-Water_1.00                      -20.508760       18.101386       -4.925618       -8.597293      -15.930285
014_Cl-Water_1.05                      -17.130702       11.693076       -3.776459       -6.375406      -15.589491
014_Cl-Water_1.10                      -14.569372        7.574013       -2.906312       -4.830198      -14.731869
014_Cl-Water_1.20                      -11.037102        3.211527       -1.736055       -2.933887      -12.495517
014_Cl-Water_1.30                       -8.768930        1.384664       -1.047119       -1.894774      -10.326159
014_Cl-Water_1.40                       -7.204484        0.607972       -0.638054       -1.283400       -8.517966
014_Cl-Water_1.50                       -6.061248        0.271681       -0.394949       -0.903052       -7.087568
014_Cl-Water_2.00                       -3.105732        0.005953       -0.048961       -0.228916       -3.377655
015_Br-Water_0.80                      -45.799084      100.365726      -14.888087      -31.416220        8.262334
015_Br-Water_0.90                      -27.972625       41.678921       -8.409215      -14.655360       -9.358278
015_Br-Water_0.95                      -22.394079       26.787112       -6.378480      -10.347836      -12.333284
015_Br-Water_1.00                      -18.303441       17.227411       -4.866098       -7.476621      -13.418749
015_Br-Water_1.05                      -15.272147       11.101007       -3.726916       -5.522674      -13.420729
015_Br-Water_1.10                      -12.987703        7.173487       -2.863250       -4.164886      -12.842353
015_Br-Water_1.20                       -9.848802        3.029179       -1.702898       -2.506450      -11.028971
015_Br-Water_1.30                       -7.834214        1.300635       -1.021133       -1.606356       -9.161068
015_Br-Water_1.40                       -6.446468        0.568269       -0.620171       -1.078526       -7.576897
015_Br-Water_1.50                       -5.433141        0.252441       -0.382885       -0.751197       -6.314782
015_Br-Water_2.00                       -2.796277        0.005330       -0.047814       -0.188296       -3.027057
016_Li-2Water_0.90                     -70.993689       46.899601       -2.099941      -32.861824      -59.055853
016_Li-2Water_0.95                     -65.499732       32.200146       -1.554457      -28.689839      -63.543883
016_Li-2Water_1.00                     -60.480914       22.097963       -1.159317      -25.241687      -64.783955
016_Li-2Water_1.05                     -55.924427       15.160746       -0.871011      -22.316566      -63.951258
016_Li-2Water_1.10                     -51.798676       10.400231       -0.657511      -19.782969      -61.838925
016_Li-2Water_1.20                     -44.688000        4.894597       -0.383853      -15.582761      -55.760018
016_Li-2Water_1.30                     -38.856587        2.305158       -0.229106      -12.259000      -49.039535
016_Li-2Water_1.40                     -34.047102        1.086706       -0.139898       -9.621970      -42.722264
016_Li-2Water_1.50                     -30.047510        0.512671       -0.087701       -7.547020      -37.169559
016_Li-2Water_2.00                     -17.565853        0.012409       -0.012663       -2.412299      -19.978406
017_Na-2Water_0.90                     -61.504130       39.921609       -1.601416      -15.008590      -38.192527
017_Na-2Water_0.95                     -53.733962       25.315757       -1.168986      -13.629517      -43.216708
017_Na-2Water_1.00                     -47.681350       16.047460       -0.868750      -12.312783      -44.815423
017_Na-2Water_1.05                     -42.824833       10.163795       -0.657906      -11.055851      -44.374794
017_Na-2Water_1.10                     -38.831865        6.432614       -0.506312       -9.869171      -42.774734
017_Na-2Water_1.20                     -32.620069        2.574589       -0.310118       -7.747617      -38.103216
017_Na-2Water_1.30                     -27.962104        1.032600       -0.193522       -6.000126      -33.123152
017_Na-2Water_1.40                     -24.301529        0.416727       -0.121712       -4.621107      -28.627621
017_Na-2Water_1.50                     -21.333718        0.169759       -0.077494       -3.563182      -24.804636
017_Na-2Water_2.00                     -12.307782        0.002126       -0.011583       -1.108569      -13.425808
018_K-2Water_0.90                      -59.032668       58.799164       -6.794839      -13.926794      -20.955137
018_K-2Water_0.95                      -48.870096       36.520565       -5.087307      -11.421766      -28.858604
018_K-2Water_1.00                      -41.683982       22.627998       -3.828960       -9.552029      -32.436973
018_K-2Water_1.05                      -36.403559       13.990798       -2.897827       -8.091453      -33.402041
018_K-2Water_1.10                      -32.370401        8.634064       -2.203798       -6.906925      -32.847061
018_K-2Water_1.20                      -26.564127        3.268181       -1.291868       -5.092322      -29.680136
018_K-2Water_1.30                      -22.497836        1.229218       -0.788056       -3.795150      -25.851824
018_K-2Water_1.40                      -19.429040        0.462514       -0.500916       -2.857704      -22.325145
018_K-2Water_1.50                      -16.996052        0.174569       -0.325454       -2.175455      -19.322393
018_K-2Water_2.00                       -9.749499        0.001304       -0.050935       -0.673860      -10.472990
019_F-2Water_0.90                      -91.238080      105.989562      -18.412146      -51.199935      -54.860599
019_F-2Water_0.95                      -82.831879       89.074007      -16.474013      -45.509116      -55.741001
019_F-2Water_1.00                      -75.067909       74.274678      -14.670855      -40.252443      -55.716529
019_F-2Water_1.05                      -67.965332       61.504024      -13.007830      -35.478186      -54.947324
019_F-2Water_1.10                      -61.520759       50.616506      -11.491784      -31.198352      -53.594388
019_F-2Water_1.20                      -50.506000       33.755004       -8.894395      -24.051515      -49.696907
019_F-2Water_1.30                      -41.713368       22.156793       -6.826323      -18.555643      -44.938542
019_F-2Water_1.40                      -34.745848       14.383737       -5.208587      -14.377274      -39.947972
019_F-2Water_1.50                      -29.216054        9.272075       -3.957742      -11.207943      -35.109664
019_F-2Water_2.00                      -13.938210        1.006667       -0.980036       -3.603040      -17.514619
020_Cl-2Water_0.90                     -51.898275       59.637733      -13.639716      -22.531650      -28.431909
020_Cl-2Water_0.95                     -44.431804       43.635669      -11.208005      -18.336026      -30.340166
020_Cl-2Water_1.00                     -38.378637       31.740253       -9.192279      -14.975660      -30.806322
020_Cl-2Water_1.05                     -33.450402       22.981938       -7.530292      -12.292010      -30.290766
020_Cl-2Water_1.10                     -29.412673       16.582564       -6.163070      -10.147008      -29.140187
020_Cl-2Water_1.20                     -23.299077        8.575165       -4.122844       -7.039143      -25.885898
020_Cl-2Water_1.30                     -18.972560        4.415962       -2.752640       -4.993294      -22.302531
020_Cl-2Water_1.40                     -15.790154        2.274640       -1.840638       -3.611522      -18.967674
020_Cl-2Water_1.50                     -13.367052        1.175326       -1.234424       -2.657940      -16.084090
020_Cl-2Water_2.00                      -6.801404        0.046728       -0.194555       -0.720638       -7.669869
021_Br-2Water_0.90                     -48.196547       60.126655      -13.951592      -20.862657      -22.884141
021_Br-2Water_0.95                     -40.836642       43.450572      -11.383893      -16.750326      -25.520289
021_Br-2Water_1.00                     -34.985242       31.235114       -9.273989      -13.522897      -26.547014
021_Br-2Water_1.05                     -30.303818       22.363984       -7.546203      -10.985969      -26.472005
021_Br-2Water_1.10                     -26.525427       15.967217       -6.135594       -8.984715      -25.678518
021_Br-2Water_1.20                     -20.896081        8.098607       -4.051907       -6.133267      -22.982648
021_Br-2Water_1.30                     -16.966189        4.097770       -2.671958       -4.296917      -19.837293
021_Br-2Water_1.40                     -14.101853        2.076233       -1.765999       -3.074814      -16.866434
021_Br-2Water_1.50                     -11.937314        1.055734       -1.172551       -2.237181      -14.291311
021_Br-2Water_2.00                      -6.095963        0.038798       -0.180392       -0.585326       -6.822883
022_Li-3Water                          -81.146350       25.759891       -1.572971      -34.627462      -91.586892
023_Li-4Water                          -96.609509       26.752851       -1.930216      -41.550269     -113.337143
024_Li-5Water                         -106.951823       27.122641       -1.968879      -42.894215     -124.692276
025_Li-6Water                         -110.875521       15.950057       -1.647564      -43.828300     -140.401328
026_Na-3Water                          -69.011997       24.203367       -1.402002      -18.095462      -64.306095
027_Na-4Water                          -88.074952       32.338177       -2.131854      -23.608352      -81.476982
028_Na-5Water                          -83.282706       23.756496       -2.140118      -25.163728      -86.830057
029_Na-6Water                          -85.390991       22.147627       -2.391084      -27.677865      -93.312313
030_K-3Water                           -58.346922       29.370288       -5.316667      -13.391079      -47.684379
031_K-4Water                           -74.057907       36.394905       -6.921741      -16.974203      -61.558945
032_K-5Water                           -65.618809       32.306721       -7.707399      -18.421906      -59.441393
033_K-6Water                           -94.805312       37.752742       -8.770051      -21.340918      -87.163539
034_F-3Water                           -98.710660       87.928388      -19.200379      -44.327785      -74.310437
035_F-4Water                          -108.573338       85.046907      -20.892073      -43.991986      -88.410489
036_F-5Water                          -127.953980       94.699654      -24.749692      -46.931977     -104.935995
037_F-6Water                          -138.967890       94.867721      -26.861519      -46.376675     -117.338364
038_Cl-3Water                          -54.984883       43.998210      -13.351069      -19.084639      -43.422381
039_Cl-4Water                          -66.392097       47.754787      -15.646719      -21.727206      -56.011236
040_Cl-5Water                          -79.235539       54.968742      -18.755545      -24.946366      -67.968709
041_Cl-6Water                          -83.678822       55.513561      -19.323524      -24.928128      -72.416914
042_Br-3Water                          -50.133347       43.869146      -13.530062      -17.439921      -37.234184
043_Br-4Water                          -62.680506       49.970345      -16.488822      -19.713196      -48.912179
044_Br-5Water                          -74.874171       58.983119      -20.010785      -23.105455      -59.007291
045_Br-6Water                          -81.141168       63.184057      -21.513453      -24.914763      -64.385326
046_Li-Water_Deg00_-60                  -9.341647       10.672798       -0.620260      -14.430583      -13.719691
046_Li-Water_Deg00_-45                 -19.541835       11.001007       -0.582469      -13.918181      -23.041478
046_Li-Water_Deg00_-30                 -26.814752       12.069546       -0.577790      -13.788650      -29.111645
046_Li-Water_Deg00_-15                 -31.269206       12.970511       -0.584982      -13.760338      -32.644014
046_Li-Water_Deg00_+00                 -32.778046       13.307362       -0.590251      -13.750590      -33.811524
046_Li-Water_Deg00_+15                 -31.269206       12.970511       -0.584982      -13.760338      -32.644014
046_Li-Water_Deg00_+30                 -26.814752       12.069546       -0.577790      -13.788650      -29.111645
046_Li-Water_Deg00_+45                 -19.541835       11.001007       -0.582469      -13.918181      -23.041478
046_Li-Water_Deg00_+60                  -9.341647       10.672798       -0.620260      -14.430583      -13.719691
047_Na-Water_Deg00_-60                  -9.055261        9.654502       -0.604553       -7.271311       -7.276622
047_Na-Water_Deg00_-45                 -16.663125        9.711045       -0.557229       -7.011138      -14.520448
047_Na-Water_Deg00_-30                 -22.221482       10.469822       -0.541310       -6.908268      -19.201238
047_Na-Water_Deg00_-15                 -25.637138       11.145983       -0.533050       -6.865855      -21.890060
047_Na-Water_Deg00_+00                 -26.792623       11.401978       -0.529827       -6.852154      -22.772626
047_Na-Water_Deg00_+15                 -25.637138       11.145983       -0.533050       -6.865855      -21.890060
047_Na-Water_Deg00_+30                 -22.221482       10.469822       -0.541310       -6.908268      -19.201238
047_Na-Water_Deg00_+45                 -16.663125        9.711045       -0.557229       -7.011138      -14.520448
047_Na-Water_Deg00_+60                  -9.055261        9.654502       -0.604553       -7.271311       -7.276622
048_K-Water_Deg00_-60                   -8.998402       12.971698       -2.439671       -6.056968       -4.523343
048_K-Water_Deg00_-45                  -14.885320       12.705986       -2.259680       -5.856527      -10.295541
048_K-Water_Deg00_-30                  -19.317109       13.425888       -2.195528       -5.842246      -13.928996
048_K-Water_Deg00_-15                  -22.072948       14.151215       -2.175282       -5.876476      -15.973490
048_K-Water_Deg00_+00                  -23.009032       14.435177       -2.171525       -5.894415      -16.639795
048_K-Water_Deg00_+15                  -22.072948       14.151215       -2.175282       -5.876476      -15.973490
048_K-Water_Deg00_+30                  -19.317109       13.425888       -2.195528       -5.842246      -13.928996
048_K-Water_Deg00_+45                  -14.885320       12.705986       -2.259680       -5.856527      -10.295541
048_K-Water_Deg00_+60                   -8.998402       12.971698       -2.439671       -6.056968       -4.523343
049_F-Water_Deg00_-60                   -6.710510       18.225499       -4.539942       -8.111719       -1.136672
049_F-Water_Deg00_-45                  -17.121243       24.517007       -5.520106      -11.812905       -9.937247
049_F-Water_Deg00_-30                  -29.889621       35.447247       -6.983088      -19.228013      -20.653475
049_F-Water_Deg00_-15                  -41.671207       48.309767       -8.567397      -28.503762      -30.432598
049_F-Water_Deg00_+00                  -47.435673       54.570659       -9.350713      -32.226834      -34.442561
049_F-Water_Deg00_+15                  -45.200764       49.231854       -8.827206      -26.181466      -30.977583
049_F-Water_Deg00_+30                  -38.413535       38.903595       -7.707587      -16.826911      -24.044438
049_F-Water_Deg00_+45                  -33.241287       32.120135       -6.916180      -11.278870      -19.316202
049_F-Water_Deg00_+60                  -32.868458       31.771524       -6.796661      -11.216046      -19.109641
050_Cl-Water_Deg00_-60                  -3.874509        8.448154       -2.969642       -3.387159       -1.783156
050_Cl-Water_Deg00_-45                  -9.164563       10.913377       -3.499527       -4.755312       -6.506023
050_Cl-Water_Deg00_-30                 -14.437259       14.276714       -4.163091       -6.793662      -11.117297
050_Cl-Water_Deg00_-15                 -18.527606       17.246715       -4.728698       -8.532389      -14.541979
050_Cl-Water_Deg00_+00                 -20.508760       18.101386       -4.925618       -8.597293      -15.930285
050_Cl-Water_Deg00_+15                 -20.394088       16.603574       -4.724803       -6.911106      -15.426423
050_Cl-Water_Deg00_+30                 -19.286465       14.433845       -4.393692       -4.951073      -14.197385
050_Cl-Water_Deg00_+45                 -18.618344       13.418358       -4.227473       -4.115770      -13.543228
050_Cl-Water_Deg00_+60                 -18.981305       14.171145       -4.326652       -4.802508      -13.939320
051_Br-Water_Deg00_-60                  -3.663527        8.425333       -3.009534       -2.994202       -1.241930
051_Br-Water_Deg00_-45                  -8.302983       10.709266       -3.518386       -4.196106       -5.308209
051_Br-Water_Deg00_-30                 -12.856405       13.752046       -4.142819       -5.946100       -9.193278
051_Br-Water_Deg00_-15                 -16.410731       16.411253       -4.672422       -7.419539      -12.091438
051_Br-Water_Deg00_+00                 -18.303441       17.227411       -4.866098       -7.476621      -13.418749
051_Br-Water_Deg00_+15                 -18.524398       15.991290       -4.701476       -6.049108      -13.283691
051_Br-Water_Deg00_+30                 -17.851133       14.120906       -4.409658       -4.363066      -12.502951
051_Br-Water_Deg00_+45                 -17.379271       13.227407       -4.259484       -3.630726      -12.042074
051_Br-Water_Deg00_+60                 -17.589504       13.885699       -4.349717       -4.229277      -12.282800
052_Li-Water_Deg15_-60                 -10.673445       11.261813       -0.626260      -14.404951      -14.442843
052_Li-Water_Deg15_-45                 -20.269860       11.520648       -0.590362      -13.923882      -23.263456
052_Li-Water_Deg15_-30                 -27.167924       12.476088       -0.584615      -13.794065      -29.070516
052_Li-Water_Deg15_-15                 -31.404024       13.296361       -0.589248      -13.763431      -32.460342
052_Li-Water_Deg15_+00                 -32.839935       13.605472       -0.592966      -13.754315      -33.581744
052_Li-Water_Deg15_+15                 -31.404024       13.296361       -0.589248      -13.763431      -32.460342
052_Li-Water_Deg15_+30                 -27.167924       12.476088       -0.584615      -13.794065      -29.070516
052_Li-Water_Deg15_+45                 -20.269860       11.520648       -0.590362      -13.923882      -23.263456
052_Li-Water_Deg15_+60                 -10.673445       11.261813       -0.626260      -14.404951      -14.442843
053_Na-Water_Deg15_-60                 -10.037055       10.138521       -0.603757       -7.253637       -7.755928
053_Na-Water_Deg15_-45                 -17.204073       10.149405       -0.559191       -7.003168      -14.617026
053_Na-Water_Deg15_-30                 -22.476326       10.819404       -0.543105       -6.901628      -19.101654
053_Na-Water_Deg15_-15                 -25.725577       11.431035       -0.534645       -6.860231      -21.689418
053_Na-Water_Deg15_+00                 -26.825954       11.664807       -0.531793       -6.847525      -22.540464
053_Na-Water_Deg15_+15                 -25.725577       11.431035       -0.534645       -6.860231      -21.689418
053_Na-Water_Deg15_+30                 -22.476326       10.819404       -0.543105       -6.901628      -19.101654
053_Na-Water_Deg15_+45                 -17.204073       10.149405       -0.559191       -7.003168      -14.617026
053_Na-Water_Deg15_+60                 -10.037055       10.138521       -0.603757       -7.253637       -7.755928
054_K-Water_Deg15_-60                   -9.768106       13.489337       -2.440740       -6.082202       -4.801711
054_K-Water_Deg15_-45                  -15.319174       13.195884       -2.270684       -5.886081      -10.280055
054_K-Water_Deg15_-30                  -19.520974       13.822207       -2.207372       -5.865121      -13.771260
054_K-Water_Deg15_-15                  -22.140717       14.475161       -2.185898       -5.892571      -15.744025
054_K-Water_Deg15_+00                  -23.031491       14.733268       -2.181313       -5.907930      -16.387466
054_K-Water_Deg15_+15                  -22.140717       14.475161       -2.185898       -5.892571      -15.744025
054_K-Water_Deg15_+30                  -19.520974       13.822207       -2.207372       -5.865121      -13.771260
054_K-Water_Deg15_+45                  -15.319174       13.195884       -2.270684       -5.886081      -10.280055
054_K-Water_Deg15_+60                   -9.768106       13.489337       -2.440740       -6.082202       -4.801711
055_F-Water_Deg15_-60                   -6.035667       18.220748       -4.520575       -7.969579       -0.305073
055_F-Water_Deg15_-45                  -15.633588       23.816379       -5.407405      -11.150521       -8.375136
055_F-Water_Deg15_-30                  -27.142263       33.152846       -6.684193      -17.257773      -17.931384
055_F-Water_Deg15_-15                  -37.658080       43.767791       -8.024400      -24.592964      -26.507654
055_F-Water_Deg15_+00                  -42.902685       48.926624       -8.695143      -27.451246      -30.122450
055_F-Water_Deg15_+15                  -41.185940       44.843447       -8.298904      -22.743689      -27.385086
055_F-Water_Deg15_+30                  -35.562008       36.561381       -7.393303      -15.298552      -21.692482
055_F-Water_Deg15_+45                  -31.211867       30.946432       -6.727210      -10.749865      -17.742511
055_F-Water_Deg15_+60                  -30.838672       30.584065       -6.611743      -10.664923      -17.531273
056_Cl-Water_Deg15_-60                  -3.471062        8.425695       -2.955590       -3.302921       -1.303879
056_Cl-Water_Deg15_-45                  -8.430918       10.636602       -3.436530       -4.486976       -5.717823
056_Cl-Water_Deg15_-30                 -13.342308       13.580844       -4.027799       -6.205016       -9.994279
056_Cl-Water_Deg15_-15                 -17.163364       16.146229       -4.527661       -7.637973      -13.182770
056_Cl-Water_Deg15_+00                 -19.071268       16.916833       -4.710034       -7.683070      -14.547540
056_Cl-Water_Deg15_+15                 -19.088881       15.706808       -4.552502       -6.288926      -14.223501
056_Cl-Water_Deg15_+30                 -18.193737       13.901456       -4.276506       -4.653796      -13.222582
056_Cl-Water_Deg15_+45                 -17.629904       13.041206       -4.134380       -3.947918      -12.670996
056_Cl-Water_Deg15_+60                 -17.909338       13.660756       -4.214395       -4.520732      -12.983709
057_Br-Water_Deg15_-60                  -3.333429        8.407282       -2.996311       -2.916968       -0.839425
057_Br-Water_Deg15_-45                  -7.702673       10.463688       -3.458562       -3.961277       -4.658824
057_Br-Water_Deg15_-30                 -11.973181       13.143968       -4.017629       -5.445759       -8.292600
057_Br-Water_Deg15_-15                 -15.322114       15.458945       -4.488126       -6.667405      -11.018700
057_Br-Water_Deg15_+00                 -17.144300       16.198497       -4.668924       -6.706547      -12.321274
057_Br-Water_Deg15_+15                 -17.439390       15.196917       -4.540736       -5.517266      -12.300476
057_Br-Water_Deg15_+30                 -16.911354       13.634327       -4.297626       -4.100818      -11.675471
057_Br-Water_Deg15_+45                 -16.515042       12.874744       -4.169482       -3.478745      -11.288525
057_Br-Water_Deg15_+60                 -16.668033       13.419409       -4.242102       -3.981218      -11.471944
058_Li-Water_Deg30_-60                 -14.198662       12.831283       -0.640578      -14.336268      -16.344224
058_Li-Water_Deg30_-45                 -22.169289       12.925865       -0.610006      -13.940808      -23.794239
058_Li-Water_Deg30_-30                 -28.026026       13.590540       -0.601688      -13.814031      -28.851205
058_Li-Water_Deg30_-15                 -31.650474       14.196680       -0.601179      -13.779153      -31.834126
058_Li-Water_Deg30_+00                 -32.881874       14.430062       -0.601926      -13.770877      -32.824615
058_Li-Water_Deg30_+15                 -31.650474       14.196680       -0.601179      -13.779153      -31.834126
058_Li-Water_Deg30_+30                 -28.026026       13.590540       -0.601688      -13.814031      -28.851205
058_Li-Water_Deg30_+45                 -22.169289       12.925865       -0.610006      -13.940808      -23.794239
058_Li-Water_Deg30_+60                 -14.198662       12.831283       -0.640578      -14.336268      -16.344224
059_Na-Water_Deg30_-60                 -12.640870       11.434719       -0.602512       -7.196679       -9.005341
059_Na-Water_Deg30_-45                 -18.615925       11.340798       -0.565248       -6.981194      -14.821570
059_Na-Water_Deg30_-30                 -23.093718       11.783959       -0.549205       -6.886619      -18.745583
059_Na-Water_Deg30_-15                 -25.876482       12.225284       -0.541442       -6.847878      -21.040518
059_Na-Water_Deg30_+00                 -26.821816       12.398627       -0.538381       -6.836779      -21.798349
059_Na-Water_Deg30_+15                 -25.876482       12.225284       -0.541442       -6.847878      -21.040518
059_Na-Water_Deg30_+30                 -23.093718       11.783959       -0.549205       -6.886619      -18.745583
059_Na-Water_Deg30_+45                 -18.615925       11.340798       -0.565248       -6.981194      -14.821570
059_Na-Water_Deg30_+60                 -12.640870       11.434719       -0.602512       -7.196679       -9.005341
060_K-Water_Deg30_-60                  -11.805966       14.878259       -2.446084       -6.129815       -5.503606
060_K-Water_Deg30_-45                  -16.447110       14.527914       -2.302669       -5.956555      -10.178420
060_K-Water_Deg30_-30                  -20.011373       14.915566       -2.242088       -5.922896      -13.260791
060_K-Water_Deg30_-15                  -22.249997       15.376061       -2.217977       -5.934361      -15.026274
060_K-Water_Deg30_+00                  -23.013389       15.564285       -2.211616       -5.943203      -15.603923
060_K-Water_Deg30_+15                  -22.249997       15.376061       -2.217977       -5.934361      -15.026274
060_K-Water_Deg30_+30                  -20.011373       14.915566       -2.242088       -5.922896      -13.260791
060_K-Water_Deg30_+45                  -16.447110       14.527914       -2.302669       -5.956555      -10.178420
060_K-Water_Deg30_+60                  -11.805966       14.878259       -2.446084       -6.129815       -5.503606
061_F-Water_Deg30_-60                   -4.256188       18.230861       -4.472756       -7.623279        1.878638
061_F-Water_Deg30_-45                  -11.817813       22.207353       -5.137224       -9.652202       -4.399886
061_F-Water_Deg30_-30                  -20.347328       28.168265       -6.011915      -13.129304      -11.320282
061_F-Water_Deg30_-15                  -27.893340       34.397396       -6.865004      -16.893695      -17.254643
061_F-Water_Deg30_+00                  -31.895765       37.465847       -7.303376      -18.249479      -19.982774
061_F-Water_Deg30_+15                  -31.422496       35.633129       -7.143687      -15.917467      -18.850521
061_F-Water_Deg30_+30                  -28.382877       31.291102       -6.648601      -12.052147      -15.792523
061_F-Water_Deg30_+45                  -25.841421       28.080337       -6.244311       -9.512376      -13.517770
061_F-Water_Deg30_+60                  -25.484249       27.720473       -6.146632       -9.402376      -13.312784
062_Cl-Water_Deg30_-60                  -2.396645        8.376897       -2.917259       -3.094360       -0.031368
062_Cl-Water_Deg30_-45                  -6.487003        9.980839       -3.284397       -3.860610       -3.651172
062_Cl-Water_Deg30_-30                 -10.465524       11.981612       -3.705129       -4.893825       -7.082867
062_Cl-Water_Deg30_-15                 -13.591548       13.670578       -4.058434       -5.703752       -9.683156
062_Cl-Water_Deg30_+00                 -15.303987       14.250729       -4.207352       -5.714140      -10.974749
062_Cl-Water_Deg30_+15                 -15.633236       13.633471       -4.138739       -4.916854      -11.055359
062_Cl-Water_Deg30_+30                 -15.235621       12.604930       -3.983359       -3.963270      -10.577320
062_Cl-Water_Deg30_+45                 -14.915569       12.085239       -3.893490       -3.537313      -10.261133
062_Cl-Water_Deg30_+60                 -15.003982       12.419304       -3.934065       -3.867839      -10.386582
063_Br-Water_Deg30_-60                  -2.451322        8.367316       -2.959171       -2.724566        0.232257
063_Br-Water_Deg30_-45                  -6.096706        9.875519       -3.309854       -3.406983       -2.938023
063_Br-Water_Deg30_-30                  -9.618061       11.726985       -3.715946       -4.313306       -5.920328
063_Br-Water_Deg30_-15                 -12.413025       13.283366       -4.053135       -5.015960       -8.198754
063_Br-Water_Deg30_+00                 -14.045513       13.846760       -4.203679       -5.023129       -9.425561
063_Br-Water_Deg30_+15                 -14.526628       13.337044       -4.151780       -4.326873       -9.668237
063_Br-Water_Deg30_+30                 -14.344609       12.438107       -4.015350       -3.485831       -9.407683
063_Br-Water_Deg30_+45                 -14.127394       11.975398       -3.934402       -3.105728       -9.192126
063_Br-Water_Deg30_+60                 -14.147851       12.273470       -3.971292       -3.400273       -9.245946
064_Li-Water_Deg45_-60                 -18.691846       14.880101       -0.657726      -14.251068      -18.720538
064_Li-Water_Deg45_-45                 -24.467418       14.812711       -0.633861      -13.972080      -24.260648
064_Li-Water_Deg45_-30                 -28.838054       15.129458       -0.623964      -13.858944      -28.191504
064_Li-Water_Deg45_-15                 -31.574140       15.461548       -0.620208      -13.820207      -30.553007
064_Li-Water_Deg45_+00                 -32.507165       15.595179       -0.619267      -13.811065      -31.342318
064_Li-Water_Deg45_+15                 -31.574140       15.461548       -0.620208      -13.820207      -30.553007
064_Li-Water_Deg45_+30                 -28.838054       15.129458       -0.623964      -13.858944      -28.191504
064_Li-Water_Deg45_+45                 -24.467418       14.812711       -0.633861      -13.972080      -24.260648
064_Li-Water_Deg45_+60                 -18.691846       14.880101       -0.657726      -14.251068      -18.720538
065_Na-Water_Deg45_-60                 -15.970490       13.146334       -0.603113       -7.107867      -10.535136
065_Na-Water_Deg45_-45                 -20.324567       12.959561       -0.575694       -6.951481      -14.892180
065_Na-Water_Deg45_-30                 -23.666664       13.133903       -0.561225       -6.872434      -17.966419
065_Na-Water_Deg45_-15                 -25.768260       13.357673       -0.553775       -6.837288      -19.801649
065_Na-Water_Deg45_+00                 -26.485562       13.451456       -0.551240       -6.827268      -20.412614
065_Na-Water_Deg45_+15                 -25.768260       13.357673       -0.553775       -6.837288      -19.801649
