Filename                                 MP2/aVTZ
122_Cl-Water_Cls_042                   -37.154669
122_Cl-Water_Cls_043                   -49.039937
122_Cl-Water_Cls_044                   -57.637158
122_Cl-Water_Cls_045                   -57.502096
122_Cl-Water_Cls_046                   -39.789350
122_Cl-Water_Cls_047                   -50.317186
122_Cl-Water_Cls_048                   -50.985310
122_Cl-Water_Cls_049                   -48.431575
122_Cl-Water_Cls_050                   -49.377657
122_Cl-Water_Cls_051                   -42.733006
122_Cl-Water_Cls_052                   -45.359857
122_Cl-Water_Cls_053                   -36.491865
122_Cl-Water_Cls_054                   -52.324269
122_Cl-Water_Cls_055                   -48.865695
122_Cl-Water_Cls_056                   -51.934937
122_Cl-Water_Cls_057                   -57.571952
122_Cl-Water_Cls_058                   -40.031793
122_Cl-Water_Cls_059                   -59.352628
122_Cl-Water_Cls_060                   -49.890699
122_Cl-Water_Cls_061                   -51.748508
122_Cl-Water_Cls_062                   -52.056659
122_Cl-Water_Cls_063                   -40.121742
122_Cl-Water_Cls_064                   -48.378730
122_Cl-Water_Cls_065                   -35.313048
122_Cl-Water_Cls_066                   -38.929435
122_Cl-Water_Cls_067                   -39.449628
122_Cl-Water_Cls_068                   -55.077421
122_Cl-Water_Cls_069                   -50.808783
122_Cl-Water_Cls_070                   -52.468403
122_Cl-Water_Cls_071                   -51.746824
122_Cl-Water_Cls_072                   -49.651416
122_Cl-Water_Cls_073                   -46.975585
122_Cl-Water_Cls_074                   -45.959691
122_Cl-Water_Cls_075                   -35.273684
122_Cl-Water_Cls_076                   -39.563648
122_Cl-Water_Cls_077                   -53.241605
122_Cl-Water_Cls_078                   -55.263269
122_Cl-Water_Cls_079                   -50.922773
122_Cl-Water_Cls_080                   -51.975905
122_Cl-Water_Cls_081                   -44.799021
122_Cl-Water_Cls_082                   -34.006999
122_Cl-Water_Cls_083                   -49.174601
122_Cl-Water_Cls_084                   -41.612068
122_Cl-Water_Cls_085                   -43.293767
122_Cl-Water_Cls_086                   -42.348189
122_Cl-Water_Cls_087                   -36.877159
122_Cl-Water_Cls_088                   -50.719941
122_Cl-Water_Cls_089                   -52.654351
122_Cl-Water_Cls_090                   -56.790334
122_Cl-Water_Cls_091                   -58.110295
122_Cl-Water_Cls_092                   -51.118750
122_Cl-Water_Cls_093                   -57.577911
122_Cl-Water_Cls_094                   -46.995180
122_Cl-Water_Cls_095                   -47.212574
122_Cl-Water_Cls_096                   -52.673923
122_Cl-Water_Cls_097                   -53.831996
122_Cl-Water_Cls_098                   -52.678873
122_Cl-Water_Cls_099                   -45.674064
123_Br-Water_Cls_000                   -29.100172
123_Br-Water_Cls_001                   -50.512486
123_Br-Water_Cls_002                   -48.448240
123_Br-Water_Cls_003                   -22.412905
123_Br-Water_Cls_004                   -45.982268
123_Br-Water_Cls_005                   -39.473484
123_Br-Water_Cls_006                   -40.683253
123_Br-Water_Cls_007                   -51.457312
123_Br-Water_Cls_008                   -27.268004
123_Br-Water_Cls_009                   -43.509390
123_Br-Water_Cls_010                   -28.573646
123_Br-Water_Cls_011                   -40.204625
123_Br-Water_Cls_012                   -43.938949
123_Br-Water_Cls_013                   -37.723810
123_Br-Water_Cls_014                   -38.698490
123_Br-Water_Cls_015                   -45.300569
123_Br-Water_Cls_016                   -41.087982
123_Br-Water_Cls_017                   -42.032580
123_Br-Water_Cls_018                   -38.766046
123_Br-Water_Cls_019                   -43.107387
123_Br-Water_Cls_020                   -46.603472
123_Br-Water_Cls_021                   -43.009579
123_Br-Water_Cls_022                   -43.668434
123_Br-Water_Cls_023                   -35.759714
123_Br-Water_Cls_024                   -38.446758
123_Br-Water_Cls_025                   -44.248486
123_Br-Water_Cls_026                   -39.173936
123_Br-Water_Cls_027                   -47.221531
123_Br-Water_Cls_028                   -28.026858
123_Br-Water_Cls_029                   -34.062253
123_Br-Water_Cls_030                   -41.879313
123_Br-Water_Cls_031                   -35.834527
123_Br-Water_Cls_032                   -31.643692
123_Br-Water_Cls_033                   -33.903206
123_Br-Water_Cls_034                   -44.496446
123_Br-Water_Cls_035                   -32.030622
123_Br-Water_Cls_036                   -45.840552
123_Br-Water_Cls_037                   -39.410873
123_Br-Water_Cls_038                   -41.560380
123_Br-Water_Cls_039                   -45.306364
123_Br-Water_Cls_040                   -45.638091
123_Br-Water_Cls_041                   -46.250246
123_Br-Water_Cls_042                   -45.878699
123_Br-Water_Cls_043                   -47.357410
123_Br-Water_Cls_044                   -45.324069
123_Br-Water_Cls_045                   -36.449432
123_Br-Water_Cls_046                   -48.590747
123_Br-Water_Cls_047                   -40.051207
123_Br-Water_Cls_048                   -35.272217
123_Br-Water_Cls_049                   -33.699847
123_Br-Water_Cls_050                   -44.317848
123_Br-Water_Cls_051                   -42.821411
123_Br-Water_Cls_052                   -32.286565
123_Br-Water_Cls_053                   -38.423842
123_Br-Water_Cls_054                   -39.812801
123_Br-Water_Cls_055                   -44.076847
123_Br-Water_Cls_056                   -47.475091
123_Br-Water_Cls_057                   -29.171233
123_Br-Water_Cls_058                   -43.402446
123_Br-Water_Cls_059                   -44.869635
123_Br-Water_Cls_060                   -37.289590
123_Br-Water_Cls_061                   -43.969191
123_Br-Water_Cls_062                   -50.760459
123_Br-Water_Cls_063                   -42.965623
123_Br-Water_Cls_064                   -53.742681
123_Br-Water_Cls_065                   -49.314101
123_Br-Water_Cls_066                   -25.731712
123_Br-Water_Cls_067                   -31.637453
123_Br-Water_Cls_068                   -33.342989
123_Br-Water_Cls_069                   -42.490710
123_Br-Water_Cls_070                   -40.275476
123_Br-Water_Cls_071                   -38.259537
123_Br-Water_Cls_072                   -45.356261
123_Br-Water_Cls_073                   -38.113985
123_Br-Water_Cls_074                   -29.970712
123_Br-Water_Cls_075                   -34.431153
123_Br-Water_Cls_076                   -42.967625
123_Br-Water_Cls_077                   -45.146854
123_Br-Water_Cls_078                   -31.570940
123_Br-Water_Cls_079                   -42.012106
123_Br-Water_Cls_080                   -30.670598
123_Br-Water_Cls_081                   -30.618149
123_Br-Water_Cls_082                   -28.971932
123_Br-Water_Cls_083                   -58.567996
123_Br-Water_Cls_084                   -49.962308
123_Br-Water_Cls_085                   -41.133488
123_Br-Water_Cls_086                   -50.530490
123_Br-Water_Cls_087                   -36.529988
123_Br-Water_Cls_088                   -29.039172
123_Br-Water_Cls_089                   -36.727234
123_Br-Water_Cls_090                   -34.386639
123_Br-Water_Cls_091                   -31.282448
123_Br-Water_Cls_092                   -47.167057
123_Br-Water_Cls_093                   -30.680832
123_Br-Water_Cls_094                   -44.458874
123_Br-Water_Cls_095                   -33.476359
123_Br-Water_Cls_096                   -48.649550
123_Br-Water_Cls_097                   -39.542722
123_Br-Water_Cls_098                   -49.699549
123_Br-Water_Cls_099                   -39.125124
