Filename                           Electrostatics             VdW    Polarization          AMOEBA
001_Li-F_0.80                         -262.019589      217.747072      -92.405467     -136.677984
001_Li-F_0.90                         -232.906383      104.112633      -58.049002     -186.842752
001_Li-F_0.95                         -220.648111       73.224804      -46.512705     -193.936012
001_Li-F_1.00                         -209.615671       51.870403      -37.658290     -195.403558
001_Li-F_1.05                         -199.633942       36.889264      -30.812582     -193.557261
001_Li-F_1.10                         -190.559646       26.253466      -25.463432     -189.769612
001_Li-F_1.20                         -174.679726       13.151181      -17.856624     -179.385170
001_Li-F_1.30                         -161.242863        6.350162      -12.905073     -167.797774
001_Li-F_1.40                         -149.725479        2.872775       -9.563930     -156.416635
001_Li-F_1.50                         -139.743810        1.166343       -7.240813     -145.818280
001_Li-F_2.00                         -104.807835       -0.110755       -2.278718     -107.197309
002_Li-Cl_0.80                        -204.493129      162.371601      -99.358333     -141.479861
002_Li-Cl_0.90                        -181.771745       76.041739      -61.763180     -167.493186
002_Li-Cl_0.95                        -172.204796       52.725713      -49.523649     -169.002732
002_Li-Cl_1.00                        -163.594543       36.690836      -40.173339     -167.077046
002_Li-Cl_1.05                        -155.804316       25.523648      -32.941395     -163.222063
002_Li-Cl_1.10                        -148.722292       17.678615      -27.276473     -158.320150
002_Li-Cl_1.20                        -136.328809        8.239414      -19.187044     -147.276439
002_Li-Cl_1.30                        -125.841961        3.592902      -13.896163     -136.145222
002_Li-Cl_1.40                        -116.853237        1.398482      -10.314012     -125.768767
002_Li-Cl_1.50                        -109.063047        0.428756       -7.817322     -116.451612
002_Li-Cl_2.00                         -81.797272       -0.099662       -2.466694      -84.363628
003_Li-Br_0.80                        -191.216284      156.193324     -106.725627     -141.748588
003_Li-Br_0.90                        -169.969976       72.656641      -66.327392     -163.640726
003_Li-Br_0.95                        -161.024244       50.141133      -53.204224     -164.087336
003_Li-Br_1.00                        -152.973010       34.685750      -43.177355     -161.464614
003_Li-Br_1.05                        -145.688562       23.951637      -35.418220     -157.155145
003_Li-Br_1.10                        -139.066396       16.440918      -29.336902     -151.962380
003_Li-Br_1.20                        -127.477498        7.481908      -20.646459     -140.642049
003_Li-Br_1.30                        -117.671554        3.152696      -14.958226     -129.477084
003_Li-Br_1.40                        -109.266421        1.160771      -11.104987     -119.210637
003_Li-Br_1.50                        -101.982006        0.309780       -8.418327     -110.090553
003_Li-Br_2.00                         -76.486505       -0.099213       -2.657495      -79.243213
004_Na-F_0.80                         -214.004909      190.409471      -45.211665      -68.807103
004_Na-F_0.90                         -190.226586       85.455145      -28.617860     -133.389301
004_Na-F_0.95                         -180.214660       57.488517      -22.885865     -145.612008
004_Na-F_1.00                         -171.203927       38.515353      -18.466458     -151.155032
004_Na-F_1.05                         -163.051359       25.564297      -15.053061     -152.540123
004_Na-F_1.10                         -155.639934       16.722821      -12.395885     -151.312998
004_Na-F_1.20                         -142.669939        6.695223       -8.642612     -144.617328
004_Na-F_1.30                         -131.695329        2.312654       -6.219879     -135.602553
004_Na-F_1.40                         -122.288520        0.551030       -4.595432     -126.332922
004_Na-F_1.50                         -114.135952       -0.074981       -3.471223     -117.682155
004_Na-F_2.00                          -85.601964       -0.134107       -1.086195      -86.822266
005_Na-Cl_0.80                        -175.131515      151.402553      -55.295421      -79.024383
005_Na-Cl_0.90                        -155.672403       65.299099      -34.930466     -125.303770
005_Na-Cl_0.95                        -147.479130       42.696030      -27.991550     -132.774650
005_Na-Cl_1.00                        -140.105182       27.606711      -22.648707     -135.147178
005_Na-Cl_1.05                        -133.433515       17.542080      -18.515210     -134.406645
005_Na-Cl_1.10                        -127.368362       10.881624      -15.287400     -131.774138
005_Na-Cl_1.20                        -116.754302        3.753912      -10.704821     -123.705211
005_Na-Cl_1.30                        -107.773214        0.957224       -7.728346     -114.544336
005_Na-Cl_1.40                        -100.075136       -0.013014       -5.723185     -105.811336
005_Na-Cl_1.50                         -93.403468       -0.279517       -4.330610      -98.013596
005_Na-Cl_2.00                         -70.052591       -0.112876       -1.361035      -71.526502
006_Na-Br_0.80                        -165.096831      150.472738      -60.678790      -75.302883
006_Na-Br_0.90                        -146.752730       63.987980      -38.374432     -121.139183
006_Na-Br_0.95                        -139.028899       41.419175      -30.774723     -128.384447
006_Na-Br_1.00                        -132.077451       26.447931      -24.919020     -130.548541
006_Na-Br_1.05                        -125.788047       16.549594      -20.384749     -129.623202
006_Na-Br_1.10                        -120.070406       10.073529      -16.840748     -126.837625
006_Na-Br_1.20                        -110.064536        3.282317      -11.803307     -118.585525
006_Na-Br_1.30                        -101.598030        0.714755       -8.527021     -109.410296
006_Na-Br_1.40                         -94.341026       -0.128569       -6.317710     -100.787304
006_Na-Br_1.50                         -88.051646       -0.332654       -4.782228      -93.166528
006_Na-Br_2.00                         -66.038726       -0.113907       -1.504360      -67.656993
007_K-F_0.80                          -190.825422      190.998199      -34.956341      -34.783564
007_K-F_0.90                          -169.622597       84.897606      -26.242632     -110.967623
007_K-F_0.95                          -160.695092       56.720873      -21.998661     -125.972881
007_K-F_1.00                          -152.660338       37.674480      -18.225372     -133.211230
007_K-F_1.05                          -145.390798       24.742197      -15.024526     -135.673127
007_K-F_1.10                          -138.782125       15.977814      -12.390045     -135.194356
007_K-F_1.20                          -127.216948        6.176789       -8.545873     -129.586032
007_K-F_1.30                          -117.431029        2.005788       -6.061110     -121.486351
007_K-F_1.40                          -109.043098        0.387563       -4.423231     -113.078765
007_K-F_1.50                          -101.773558       -0.157160       -3.309696     -105.240414
007_K-F_2.00                           -76.330169       -0.136784       -1.011691      -77.478643
008_K-Cl_0.80                         -157.612437       87.012344      -36.013631     -106.613724
008_K-Cl_0.90                         -140.099981       38.197182      -26.673526     -128.576325
008_K-Cl_0.95                         -132.726259       25.292929      -22.285622     -129.718952
008_K-Cl_1.00                         -126.089961       16.613484      -18.438663     -127.915140
008_K-Cl_1.05                         -120.085690       10.762354      -15.204369     -124.527705
008_K-Cl_1.10                         -114.627222        6.835282      -12.555647     -120.347587
008_K-Cl_1.20                         -105.074974        2.523282       -8.698203     -111.249896
008_K-Cl_1.30                          -96.992272        0.749541       -6.197914     -102.440645
008_K-Cl_1.40                          -90.064268        0.092225       -4.540882      -94.512925
008_K-Cl_1.50                          -84.059974       -0.112766       -3.408260      -87.581001
008_K-Cl_2.00                          -63.044981       -0.063468       -1.050222      -64.158670
009_K-Br_0.80                         -148.843419       81.461183      -37.975736     -105.357972
009_K-Br_0.90                         -132.305261       35.114240      -28.121468     -125.312489
009_K-Br_0.95                         -125.341826       22.950393      -23.510896     -125.902330
009_K-Br_1.00                         -119.074735       14.832068      -19.470776     -123.713443
009_K-Br_1.05                         -113.404509        9.418978      -16.072911     -120.058443
009_K-Br_1.10                         -108.249759        5.838377      -13.287840     -115.699222
009_K-Br_1.20                          -99.228946        2.009688       -9.224765     -106.444023
009_K-Br_1.30                          -91.595950        0.509640       -6.584409      -97.670718
009_K-Br_1.40                          -85.053382       -0.009659       -4.830477      -89.893518
009_K-Br_1.50                          -79.383157       -0.151658       -3.629354      -83.164169
009_K-Br_2.00                          -59.537367       -0.060771       -1.121343      -60.719481
010_Li-Water_0.80                      -50.027031       61.316349      -34.478748      -23.189430
010_Li-Water_0.90                      -40.565275       27.490850      -21.591127      -34.665551
010_Li-Water_0.95                      -36.804671       18.486390      -17.451648      -35.769930
010_Li-Water_1.00                      -33.540177       12.380672      -14.275049      -35.434553
010_Li-Water_1.05                      -30.688399        8.214266      -11.800786      -34.274919
010_Li-Water_1.10                      -28.182769        5.370216       -9.847970      -32.660523
010_Li-Water_1.20                      -24.005294        2.144003       -7.029788      -28.891079
010_Li-Water_1.30                      -20.686089        0.733506       -5.161134      -25.113717
010_Li-Water_1.40                      -18.005942        0.167086       -3.879662      -21.718518
010_Li-Water_1.50                      -15.811353       -0.033086       -2.975624      -18.820062
010_Li-Water_2.00                       -9.130614       -0.045792       -0.985946      -10.162352
011_Na-Water_0.80                      -37.235914       56.123196      -18.640771        0.246510
011_Na-Water_0.90                      -30.068557       22.896353      -11.619199      -18.791404
011_Na-Water_0.95                      -27.232064       14.394387       -9.370684      -22.208361
011_Na-Water_1.00                      -24.775927        8.863577       -7.651374      -23.563724
011_Na-Water_1.05                      -22.635283        5.300094       -6.316310      -23.651499
011_Na-Water_1.10                      -20.758516        3.042737       -5.265158      -22.980937
011_Na-Water_1.20                      -17.638487        0.804437       -3.752040      -20.586090
011_Na-Water_1.30                      -15.168086        0.044288       -2.751142      -17.874941
011_Na-Water_1.40                      -13.179377       -0.161762       -2.065863      -15.407002
011_Na-Water_1.50                      -11.555275       -0.183307       -1.582990      -13.321572
011_Na-Water_2.00                       -6.638040       -0.047523       -0.522426       -7.207988
012_K-Water_0.80                       -29.308681       48.923887      -12.297578        7.317629
012_K-Water_0.90                       -23.598933       19.156687       -7.739237      -12.181483
012_K-Water_0.95                       -21.346324       11.698802       -6.191319      -15.838840
012_K-Water_1.00                       -19.399281        6.946193       -5.005127      -17.458215
012_K-Water_1.05                       -17.705140        3.964008       -4.091832      -17.832963
012_K-Water_1.10                       -16.222092        2.134605       -3.381511      -17.468999
012_K-Water_1.20                       -13.761558        0.417105       -2.376765      -15.721218
012_K-Water_1.30                       -11.818019       -0.104083       -1.725229      -13.647332
012_K-Water_1.40                       -10.256683       -0.211453       -1.285656      -11.753792
012_K-Water_1.50                        -8.983878       -0.195604       -0.979314      -10.158796
012_K-Water_2.00                        -5.144033       -0.044300       -0.317746       -5.506078
013_F-Water_0.80                       -83.624006      393.748890      -21.492602      288.632282
013_F-Water_0.90                       -52.831851      111.009747      -21.105199       37.072697
013_F-Water_0.95                       -43.636552       62.716279      -20.504008       -1.424281
013_F-Water_1.00                       -36.717087       36.310335      -19.419702      -19.826454
013_F-Water_1.05                       -31.366438       21.309831      -17.794401      -27.851008
013_F-Water_1.10                       -27.135500       12.543864      -15.715824      -30.307460
013_F-Water_1.20                       -20.937487        4.181714      -11.109923      -27.865696
013_F-Water_1.30                       -16.680416        1.176050       -7.302994      -22.807360
013_F-Water_1.40                       -13.621962        0.171470       -4.795795      -18.246288
013_F-Water_1.50                       -11.346242       -0.104068       -3.260033      -14.710343
013_F-Water_2.00                        -5.538808       -0.048013       -0.761183       -6.348003
014_Cl-Water_0.80                      -30.795189       75.541985      -11.490748       33.256049
014_Cl-Water_0.90                      -21.852249       23.591778      -10.050281       -8.310752
014_Cl-Water_0.95                      -18.809031       13.239638       -8.830461      -14.399854
014_Cl-Water_1.00                      -16.374403        7.319354       -7.439419      -16.494467
014_Cl-Water_1.05                      -14.393952        3.917757       -6.062747      -16.538941
014_Cl-Water_1.10                      -12.759763        1.978098       -4.840063      -15.621727
014_Cl-Water_1.20                      -10.241295        0.315042       -3.041562      -12.967815
014_Cl-Water_1.30                       -8.412187       -0.112841       -1.968559      -10.493587
014_Cl-Water_1.40                       -7.039507       -0.170550       -1.334517       -8.544574
014_Cl-Water_1.50                       -5.981656       -0.140671       -0.942808       -7.065135
014_Cl-Water_2.00                       -3.107693       -0.024477       -0.244960       -3.377130
015_Br-Water_0.80                      -26.761290       68.737007       -9.533681       32.442036
015_Br-Water_0.90                      -19.160043       21.546115       -8.348647       -5.962575
015_Br-Water_0.95                      -16.546485       12.033818       -7.323194      -11.835860
015_Br-Water_1.00                      -14.444876        6.588505       -6.158116      -14.014487
015_Br-Water_1.05                      -12.727884        3.469461       -5.011710      -14.270133
015_Br-Water_1.10                      -11.305796        1.703814       -3.998251      -13.600233
015_Br-Water_1.20                       -9.104336        0.216733       -2.512420      -11.400023
015_Br-Water_1.30                       -7.497458       -0.146243       -1.626634       -9.270336
015_Br-Water_1.40                       -6.286811       -0.182111       -1.102929       -7.571851
015_Br-Water_1.50                       -5.350880       -0.145156       -0.779286       -6.275322
015_Br-Water_2.00                       -2.793917       -0.024844       -0.202652       -3.021414
016_Li-2Water_0.90                     -78.978468       49.507873      -34.027485      -63.498079
016_Li-2Water_0.95                     -71.643373       33.078167      -27.940694      -66.505900
016_Li-2Water_1.00                     -65.277542       21.974870      -23.159444      -66.462116
016_Li-2Water_1.05                     -59.717816       14.435207      -19.362231      -64.644840
016_Li-2Water_1.10                     -54.833994        9.323196      -16.315709      -61.826507
016_Li-2Water_1.20                     -46.693944        3.599867      -11.832841      -54.926918
016_Li-2Water_1.30                     -40.228531        1.159366       -8.795871      -47.865036
016_Li-2Water_1.40                     -35.009605        0.211786       -6.678159      -41.475979
016_Li-2Water_1.50                     -30.737410       -0.105970       -5.164110      -36.007490
016_Li-2Water_2.00                     -17.739487       -0.084552       -1.755654      -19.579693
017_Na-2Water_0.90                     -56.469614       34.179678      -17.209065      -39.499001
017_Na-2Water_0.95                     -51.125347       20.864332      -14.099936      -44.360952
017_Na-2Water_1.00                     -46.499962       12.381843      -11.665238      -45.783357
017_Na-2Water_1.05                     -42.470512        7.062935       -9.736780      -45.144358
017_Na-2Water_1.10                     -38.939228        3.803411       -8.193026      -43.328844
017_Na-2Water_1.20                     -33.071864        0.748345       -5.927361      -38.250880
017_Na-2Water_1.30                     -28.429227       -0.176857       -4.396879      -33.002964
017_Na-2Water_1.40                     -24.693933       -0.367750       -3.332093      -28.393776
017_Na-2Water_1.50                     -21.644962       -0.340630       -2.572297      -24.557889
017_Na-2Water_2.00                     -12.422834       -0.076738       -0.868439      -13.368011
018_K-2Water_0.90                      -45.217988       31.072170      -10.895093      -25.040912
018_K-2Water_0.95                      -40.893949       18.538391       -8.950207      -31.305765
018_K-2Water_1.00                      -37.157480       10.685398       -7.408355      -33.880437
018_K-2Water_1.05                      -33.907201        5.861942       -6.181413      -34.226672
018_K-2Water_1.10                      -31.062602        2.978061       -5.198079      -33.282620
018_K-2Water_1.20                      -26.344623        0.387041       -3.755526      -29.713108
018_K-2Water_1.30                      -22.619341       -0.324236       -2.782313      -25.725890
018_K-2Water_1.40                      -19.627647       -0.425440       -2.106086      -22.159172
018_K-2Water_1.50                      -17.189452       -0.362530       -1.624100      -19.176082
018_K-2Water_2.00                       -9.837810       -0.076435       -0.545871      -10.460116
019_F-2Water_0.90                      -69.281251       69.519254      -28.701819      -28.463816
019_F-2Water_0.95                      -64.884085       54.670860      -28.077261      -38.290485
019_F-2Water_1.00                      -60.520540       42.541825      -27.270515      -45.249230
019_F-2Water_1.05                      -56.284349       32.764372      -26.235795      -49.755771
019_F-2Water_1.10                      -52.238049       24.969728      -24.947814      -52.216134
019_F-2Water_1.20                      -44.848438       14.001038      -21.658931      -52.506331
019_F-2Water_1.30                      -38.462910        7.398370      -17.783849      -48.848389
019_F-2Water_1.40                      -33.038282        3.580232      -13.942222      -43.400272
019_F-2Water_1.50                      -28.467772        1.485710      -10.620872      -37.602934
019_F-2Water_2.00                      -14.441445       -0.289126       -2.753641      -17.484213
020_Cl-2Water_0.90                     -37.625856       28.142110      -14.865218      -24.348963
020_Cl-2Water_0.95                     -34.341483       18.571190      -13.658452      -29.428745
020_Cl-2Water_1.00                     -31.334937       11.981505      -12.213541      -31.566973
020_Cl-2Water_1.05                     -28.606009        7.503728      -10.642844      -31.745125
020_Cl-2Water_1.10                     -26.142420        4.509666       -9.072339      -30.705093
020_Cl-2Water_1.20                     -21.933885        1.298991       -6.308211      -26.943106
020_Cl-2Water_1.30                     -18.539500        0.078628       -4.285866      -22.746738
020_Cl-2Water_1.40                     -15.796436       -0.289720       -2.928402      -19.014559
020_Cl-2Water_1.50                     -13.567736       -0.338511       -2.035425      -15.941671
020_Cl-2Water_2.00                      -7.060291       -0.091611       -0.408282       -7.560184
021_Br-2Water_0.90                     -33.865820       27.531662      -12.959529      -19.293687
021_Br-2Water_0.95                     -30.823170       17.834686      -11.901258      -24.889742
021_Br-2Water_1.00                     -28.063013       11.270177      -10.607810      -27.400646
021_Br-2Water_1.05                     -25.575562        6.886981       -9.195465      -27.884046
021_Br-2Water_1.10                     -23.342678        4.010783       -7.788369      -27.120264
021_Br-2Water_1.20                     -19.552138        1.018277       -5.340419      -23.874279
021_Br-2Water_1.30                     -16.513146       -0.055775       -3.580735      -20.149656
021_Br-2Water_1.40                     -14.066887       -0.345503       -2.417845      -16.830235
021_Br-2Water_1.50                     -12.084359       -0.358009       -1.662395      -14.104764
021_Br-2Water_2.00                      -6.310402       -0.089112       -0.314593       -6.714107
022_Li-3Water                          -94.881566       28.478098      -25.156840      -91.560308
023_Li-4Water                         -120.924940       31.466306      -22.573181     -112.031815
024_Li-5Water                         -129.131219       32.032213      -25.906638     -123.005644
025_Li-6Water                         -154.109190       19.948010       -6.483768     -140.644948
026_Na-3Water                          -70.569990       19.965438      -14.605910      -65.210462
027_Na-4Water                          -94.674528       28.209442      -15.147191      -81.612278
028_Na-5Water                          -95.890111       20.395467      -11.465326      -86.959970
029_Na-6Water                         -102.500951       18.580258       -9.545854      -93.466548
030_K-3Water                           -54.567578       14.039345       -8.981870      -49.510102
031_K-4Water                           -72.153703       17.832869       -9.459405      -63.780239
032_K-5Water                           -66.787029       16.518569       -8.738731      -59.007191
033_K-6Water                          -102.242606       18.535357       -5.660093      -89.367342
034_F-3Water                           -82.244636       47.563272      -28.565492      -63.246856
035_F-4Water                           -95.263756       38.272223      -24.886417      -81.877950
036_F-5Water                          -114.272335       41.244174      -22.459487      -95.487648
037_F-6Water                          -127.311376       37.777089      -17.643875     -107.178162
038_Cl-3Water                          -45.747897       16.884504      -12.154499      -41.017892
039_Cl-4Water                          -56.507427       15.510775      -14.347605      -55.344257
040_Cl-5Water                          -69.140670       17.337770      -14.258643      -66.061543
041_Cl-6Water                          -72.749065       17.313014      -13.859541      -69.295592
042_Br-3Water                          -40.964301       16.166473      -10.027507      -34.825335
043_Br-4Water                          -51.465699       16.274666      -11.467033      -46.658066
044_Br-5Water                          -63.046220       19.119278      -11.238767      -55.165709
045_Br-6Water                          -68.455791       20.687022      -11.339442      -59.108211
046_Li-Water_Deg00_-60                 -11.806417       13.505022      -18.597389      -16.898785
046_Li-Water_Deg00_-45                 -21.407166       12.649689      -15.571817      -24.329294
046_Li-Water_Deg00_-30                 -28.138148       12.435109      -14.580941      -30.283980
046_Li-Water_Deg00_-15                 -32.184587       12.388213      -14.317906      -34.114281
046_Li-Water_Deg00_+00                 -33.540177       12.380672      -14.275049      -35.434553
046_Li-Water_Deg00_+15                 -32.184587       12.388213      -14.317906      -34.114281
046_Li-Water_Deg00_+30                 -28.138148       12.435109      -14.580941      -30.283980
046_Li-Water_Deg00_+45                 -21.407166       12.649689      -15.571817      -24.329294
046_Li-Water_Deg00_+60                 -11.806417       13.505022      -18.597389      -16.898785
047_Na-Water_Deg00_-60                  -8.698892       10.030981       -9.911915       -8.579825
047_Na-Water_Deg00_-45                 -15.784871        9.179632       -8.392324      -14.997564
047_Na-Water_Deg00_-30                 -20.777294        8.935777       -7.842133      -19.683649
047_Na-Water_Deg00_-15                 -23.773946        8.874676       -7.680902      -22.580172
047_Na-Water_Deg00_+00                 -24.775927        8.863577       -7.651374      -23.563724
047_Na-Water_Deg00_+15                 -23.773946        8.874676       -7.680902      -22.580172
047_Na-Water_Deg00_+30                 -20.777294        8.935777       -7.842133      -19.683649
047_Na-Water_Deg00_+45                 -15.784871        9.179632       -8.392324      -14.997564
047_Na-Water_Deg00_+60                  -8.698892       10.030981       -9.911915       -8.579825
048_K-Water_Deg00_-60                   -6.883097        8.582374       -6.137490       -4.438214
048_K-Water_Deg00_-45                  -12.369189        7.494084       -5.351285      -10.226390
048_K-Water_Deg00_-30                  -16.269029        7.101489       -5.075743      -14.243283
048_K-Water_Deg00_-15                  -18.614834        6.974749       -5.011244      -16.651330
048_K-Water_Deg00_+00                  -19.399281        6.946193       -5.005127      -17.458215
048_K-Water_Deg00_+15                  -18.614834        6.974749       -5.011244      -16.651330
048_K-Water_Deg00_+30                  -16.269029        7.101489       -5.075743      -14.243283
048_K-Water_Deg00_+45                  -12.369189        7.494084       -5.351285      -10.226390
048_K-Water_Deg00_+60                   -6.883097        8.582374       -6.137490       -4.438214
049_F-Water_Deg00_-60                    1.995152        6.953287       -8.198478        0.749961
049_F-Water_Deg00_-45                   -7.591145       11.036572      -12.313714       -8.868287
049_F-Water_Deg00_-30                  -19.574582       19.555670      -16.913819      -16.932730
049_F-Water_Deg00_-15                  -31.672847       31.252058      -19.227456      -19.648244
049_F-Water_Deg00_+00                  -36.717087       36.310335      -19.419702      -19.826454
049_F-Water_Deg00_+15                  -31.458031       28.519861      -18.285872      -21.224043
049_F-Water_Deg00_+30                  -23.709321       17.705434      -15.478367      -21.482254
049_F-Water_Deg00_+45                  -19.556419       12.178140      -12.682075      -20.060354
049_F-Water_Deg00_+60                  -19.975211       12.718786      -12.934088      -20.190513
050_Cl-Water_Deg00_-60                   0.019012        2.050532       -3.525333       -1.455789
050_Cl-Water_Deg00_-45                  -5.315850        3.436854       -4.941906       -6.820902
050_Cl-Water_Deg00_-30                 -10.746857        5.437401       -6.522454      -11.831909
050_Cl-Water_Deg00_-15                 -14.901670        7.156223       -7.482229      -15.227677
050_Cl-Water_Deg00_+00                 -16.374403        7.319354       -7.439419      -16.494467
050_Cl-Water_Deg00_+15                 -15.403098        5.874487       -6.523832      -16.052443
050_Cl-Water_Deg00_+30                 -13.793876        4.191883       -5.331049      -14.933041
050_Cl-Water_Deg00_+45                 -13.079009        3.514571       -4.790414      -14.354852
050_Cl-Water_Deg00_+60                 -13.699414        4.186280       -5.316427      -14.829561
051_Br-Water_Deg00_-60                   0.142691        1.934002       -2.971693       -0.894999
051_Br-Water_Deg00_-45                  -4.608012        3.193617       -4.118136       -5.532531
051_Br-Water_Deg00_-30                  -9.373828        4.949579       -5.387532       -9.811782
051_Br-Water_Deg00_-15                 -13.017851        6.426941       -6.169513      -12.760423
051_Br-Water_Deg00_+00                 -14.444876        6.588505       -6.158116      -14.014487
051_Br-Water_Deg00_+15                 -13.840677        5.390532       -5.452940      -13.903086
051_Br-Water_Deg00_+30                 -12.620126        3.954994       -4.524964      -13.190096
051_Br-Water_Deg00_+45                 -12.049430        3.361080       -4.097631      -12.785981
051_Br-Water_Deg00_+60                 -12.522935        3.937533       -4.503441      -13.088842
052_Li-Water_Deg15_-60                 -12.808380       13.424997      -18.362225      -17.745607
052_Li-Water_Deg15_-45                 -21.852030       12.642204      -15.563835      -24.773660
052_Li-Water_Deg15_-30                 -28.259132       12.436135      -14.608181      -30.431178
052_Li-Water_Deg15_-15                 -32.127109       12.388724      -14.340153      -34.078539
052_Li-Water_Deg15_+00                 -33.424776       12.380718      -14.292818      -35.336876
052_Li-Water_Deg15_+15                 -32.127109       12.388724      -14.340153      -34.078539
052_Li-Water_Deg15_+30                 -28.259132       12.436135      -14.608181      -30.431178
052_Li-Water_Deg15_+45                 -21.852030       12.642204      -15.563835      -24.773660
052_Li-Water_Deg15_+60                 -12.808380       13.424997      -18.362225      -17.745607
053_Na-Water_Deg15_-60                  -9.313507        9.955913       -9.797052       -9.154647
053_Na-Water_Deg15_-45                 -16.010013        9.171691       -8.385056      -15.223377
053_Na-Water_Deg15_-30                 -20.770918        8.937132       -7.854451      -19.688238
053_Na-Water_Deg15_-15                 -23.639997        8.875624       -7.691223      -22.455596
053_Na-Water_Deg15_+00                 -24.600740        8.863999       -7.659398      -23.396139
053_Na-Water_Deg15_+15                 -23.639997        8.875624       -7.691223      -22.455596
053_Na-Water_Deg15_+30                 -20.770918        8.937132       -7.854451      -19.688238
053_Na-Water_Deg15_+45                 -16.010013        9.171691       -8.385056      -15.223377
053_Na-Water_Deg15_+60                  -9.313507        9.955913       -9.797052       -9.154647
054_K-Water_Deg15_-60                   -7.286517        8.496305       -6.082442       -4.872654
054_K-Water_Deg15_-45                  -12.485192        7.483982       -5.350555      -10.351766
054_K-Water_Deg15_-30                  -16.209606        7.105711       -5.084178      -14.188073
054_K-Water_Deg15_-15                  -18.458113        6.979451       -5.016880      -16.495542
054_K-Water_Deg15_+00                  -19.211091        6.950330       -5.008744      -17.269505
054_K-Water_Deg15_+15                  -18.458113        6.979451       -5.016880      -16.495542
054_K-Water_Deg15_+30                  -16.209606        7.105711       -5.084178      -14.188073
054_K-Water_Deg15_+45                  -12.485192        7.483982       -5.350555      -10.351766
054_K-Water_Deg15_+60                   -7.286517        8.496305       -6.082442       -4.872654
055_F-Water_Deg15_-60                    2.778801        6.758545       -7.941914        1.595432
055_F-Water_Deg15_-45                   -5.959003       10.252945      -11.620567       -7.326625
055_F-Water_Deg15_-30                  -16.374130       17.138516      -15.925322      -15.160936
055_F-Water_Deg15_-15                  -26.294019       26.041205      -18.419569      -18.672384
055_F-Water_Deg15_+00                  -30.487950       29.761881      -18.761138      -19.487207
055_F-Water_Deg15_+15                  -26.926821       24.064977      -17.490509      -20.352353
055_F-Water_Deg15_+30                  -21.108878       15.811626      -14.658490      -19.955741
055_F-Water_Deg15_+45                  -17.796929       11.396876      -12.098312      -18.498365
055_F-Water_Deg15_+60                  -18.088032       11.835974      -12.329564      -18.581622
056_Cl-Water_Deg15_-60                   0.485698        1.956737       -3.408466       -0.966031
056_Cl-Water_Deg15_-45                  -4.457850        3.163791       -4.664547       -5.958606
056_Cl-Water_Deg15_-30                  -9.399044        4.856771       -6.075108      -10.617380
056_Cl-Water_Deg15_-15                 -13.157969        6.280223       -6.960031      -13.837776
056_Cl-Water_Deg15_+00                 -14.611554        6.420438       -6.932760      -15.123876
056_Cl-Water_Deg15_+15                 -13.973289        5.244415       -6.105863      -14.834737
056_Cl-Water_Deg15_+30                 -12.713633        3.853299       -5.053070      -13.913404
056_Cl-Water_Deg15_+45                 -12.129149        3.286445       -4.582940      -13.425645
056_Cl-Water_Deg15_+60                 -12.613027        3.847596       -5.039030      -13.804461
057_Br-Water_Deg15_-60                   0.545335        1.847135       -2.876125       -0.483656
057_Br-Water_Deg15_-45                  -3.873039        2.950302       -3.895112       -4.817850
057_Br-Water_Deg15_-30                  -8.238497        4.448618       -5.030295       -8.820173
057_Br-Water_Deg15_-15                 -11.567046        5.685498       -5.749946      -11.631494
057_Br-Water_Deg15_+00                 -12.970400        5.826162       -5.748692      -12.892930
057_Br-Water_Deg15_+15                 -12.615412        4.842934       -5.112694      -12.885172
057_Br-Water_Deg15_+30                 -11.667422        3.648359       -4.292063      -12.311127
057_Br-Water_Deg15_+45                 -11.202160        3.148885       -3.919183      -11.972458
057_Br-Water_Deg15_+60                 -11.568664        3.632604       -4.272117      -12.208176
058_Li-Water_Deg30_-60                 -15.425170       13.221184      -17.744602      -19.948588
058_Li-Water_Deg30_-45                 -22.975490       12.621261      -15.532425      -25.886654
058_Li-Water_Deg30_-30                 -28.473730       12.439485      -14.680482      -30.714728
058_Li-Water_Deg30_-15                 -31.832347       12.391026      -14.403587      -33.844908
058_Li-Water_Deg30_+00                 -32.963940       12.381709      -14.345187      -34.927418
058_Li-Water_Deg30_+15                 -31.832347       12.391026      -14.403587      -33.844908
058_Li-Water_Deg30_+30                 -28.473730       12.439485      -14.680482      -30.714728
058_Li-Water_Deg30_+45                 -22.975490       12.621261      -15.532425      -25.886654
058_Li-Water_Deg30_+60                 -15.425170       13.221184      -17.744602      -19.948588
059_Na-Water_Deg30_-60                 -10.912111        9.761748       -9.490381      -10.640744
059_Na-Water_Deg30_-45                 -16.552768        9.149441       -8.359921      -15.763248
059_Na-Water_Deg30_-30                 -20.660873        8.941623       -7.887087      -19.606337
059_Na-Water_Deg30_-15                 -23.164345        8.879546       -7.721290      -22.006089
059_Na-Water_Deg30_+00                 -24.006263        8.866491       -7.683969      -22.823741
059_Na-Water_Deg30_+15                 -23.164345        8.879546       -7.721290      -22.006089
059_Na-Water_Deg30_+30                 -20.660873        8.941623       -7.887087      -19.606337
059_Na-Water_Deg30_+45                 -16.552768        9.149441       -8.359921      -15.763248
059_Na-Water_Deg30_+60                 -10.912111        9.761748       -9.490381      -10.640744
