Filename                           Electrostatics             VdW    Polarization          AMOEBA
121_F-Water_Cls_072                   -106.231668       25.860925      -18.633445      -99.004188
121_F-Water_Cls_073                    -91.927882       29.187162      -24.553823      -87.294543
121_F-Water_Cls_074                    -94.732830       23.218902      -22.437633      -93.951561
121_F-Water_Cls_075                    -87.234359       19.533857      -21.113592      -88.814093
121_F-Water_Cls_076                    -93.037755       23.598719      -20.074647      -89.513682
121_F-Water_Cls_077                    -58.686217       19.802586      -24.566294      -63.449926
121_F-Water_Cls_078                    -83.563429       24.332728      -23.502387      -82.733088
121_F-Water_Cls_079                    -84.426532       20.391168      -21.104876      -85.140239
121_F-Water_Cls_080                    -94.094384       25.060588      -22.490873      -91.524669
121_F-Water_Cls_081                    -90.786361       22.112845      -20.852314      -89.525829
121_F-Water_Cls_082                    -75.575434       28.319799      -26.861020      -74.116655
121_F-Water_Cls_083                    -92.120582       23.194747      -23.912399      -92.838235
121_F-Water_Cls_084                    -91.274261       25.298165      -23.026199      -89.002294
121_F-Water_Cls_085                    -88.303726       21.688543      -22.425207      -89.040390
121_F-Water_Cls_086                    -94.741530       30.175858      -24.275310      -88.840982
121_F-Water_Cls_087                    -96.360339       21.707876      -19.932803      -94.585267
121_F-Water_Cls_088                    -98.148281       25.598122      -22.310588      -94.860746
121_F-Water_Cls_089                    -87.653644       21.087949      -22.160297      -88.725991
121_F-Water_Cls_090                   -103.318790       24.805117      -19.523352      -98.037025
121_F-Water_Cls_091                    -99.732704       25.127427      -20.686713      -95.291990
121_F-Water_Cls_092                    -96.703926       23.181485      -20.089878      -93.612320
121_F-Water_Cls_093                    -86.683860       22.188928      -22.577652      -87.072584
121_F-Water_Cls_094                    -99.767732       16.076960      -17.315268     -101.006040
121_F-Water_Cls_095                    -73.516398       18.406495      -23.438790      -78.548692
121_F-Water_Cls_096                    -79.600001       21.269662      -22.705934      -81.036273
121_F-Water_Cls_097                    -88.447940       22.976484      -22.211328      -87.682784
121_F-Water_Cls_098                   -110.942798       29.739237      -20.809824     -102.013386
121_F-Water_Cls_099                    -91.674204       27.191695      -22.662339      -87.144848
122_Cl-Water_Cls_000                   -33.231284        6.092506      -11.661012      -38.799789
122_Cl-Water_Cls_001                   -51.799478       17.503504      -16.337544      -50.633518
122_Cl-Water_Cls_002                   -49.866034       10.875538      -13.258906      -52.249403
122_Cl-Water_Cls_003                   -49.879898       16.128560      -14.727833      -48.479171
122_Cl-Water_Cls_004                   -46.058391       17.698091      -17.748856      -46.109156
122_Cl-Water_Cls_005                   -49.609817       14.553901      -19.443468      -54.499384
122_Cl-Water_Cls_006                   -52.500016       16.113202      -15.300195      -51.687010
122_Cl-Water_Cls_007                   -52.045651        7.071011      -11.439115      -56.413754
122_Cl-Water_Cls_008                   -59.237487       13.717584      -13.095288      -58.615192
122_Cl-Water_Cls_009                   -46.700985        9.905781      -14.895907      -51.691111
122_Cl-Water_Cls_010                   -50.073731       10.444465      -14.328197      -53.957463
122_Cl-Water_Cls_011                   -48.048663       14.410116      -14.755748      -48.394295
122_Cl-Water_Cls_012                   -45.844274       13.022267      -14.815149      -47.637156
122_Cl-Water_Cls_013                   -72.579823       20.097986      -13.809817      -66.291654
122_Cl-Water_Cls_014                   -55.440821       18.006042      -15.989554      -53.424332
122_Cl-Water_Cls_015                   -54.994351       18.271573      -13.421306      -50.144084
122_Cl-Water_Cls_016                   -64.262188       16.785656      -13.723308      -61.199840
122_Cl-Water_Cls_017                   -44.599264        7.405226      -10.294613      -47.488651
122_Cl-Water_Cls_018                   -60.322212       21.473125      -16.860533      -55.709621
122_Cl-Water_Cls_019                   -51.948301       15.301533      -15.454856      -52.101624
122_Cl-Water_Cls_020                   -51.295031       11.156172      -11.153349      -51.292208
122_Cl-Water_Cls_021                   -48.118700       12.569955      -12.782423      -48.331168
122_Cl-Water_Cls_022                   -61.749317       11.672198      -12.608863      -62.685981
122_Cl-Water_Cls_023                   -53.305129       10.500929      -12.452145      -55.256345
122_Cl-Water_Cls_024                   -48.402448        7.159170      -11.413371      -52.656650
122_Cl-Water_Cls_025                   -60.183818       19.649841      -14.953038      -55.487015
122_Cl-Water_Cls_026                   -44.764079       11.060135      -14.111695      -47.815640
122_Cl-Water_Cls_027                   -49.508157       15.263249      -12.908217      -47.153126
122_Cl-Water_Cls_028                   -44.017052       13.870149      -13.885452      -44.032355
122_Cl-Water_Cls_029                   -54.870776       16.222127      -14.269316      -52.917966
122_Cl-Water_Cls_030                   -43.215304        9.172287      -12.561301      -46.604318
122_Cl-Water_Cls_031                   -53.433182       18.023072      -13.850365      -49.260475
122_Cl-Water_Cls_032                   -55.487484       18.661949      -15.127733      -51.953268
122_Cl-Water_Cls_033                   -49.105634       13.952459      -15.549111      -50.702285
122_Cl-Water_Cls_034                   -45.546237       10.862172      -14.900400      -49.584465
122_Cl-Water_Cls_035                   -45.321525       10.915138      -12.319278      -46.725665
122_Cl-Water_Cls_036                   -56.679325       13.515055      -11.955813      -55.120083
122_Cl-Water_Cls_037                   -45.723756       13.055520      -15.465544      -48.133780
122_Cl-Water_Cls_038                   -44.933394        8.482630      -12.696362      -49.147127
122_Cl-Water_Cls_039                   -41.085554        8.930271      -11.626218      -43.781502
122_Cl-Water_Cls_040                   -39.701259       15.135421      -16.363755      -40.929593
122_Cl-Water_Cls_041                   -27.726743        7.745936      -12.799100      -32.779908
122_Cl-Water_Cls_042                   -38.925867        9.456695      -11.895303      -41.364474
122_Cl-Water_Cls_043                   -61.979138       19.205542      -16.390070      -59.163665
122_Cl-Water_Cls_044                   -64.663788       16.681992      -12.551779      -60.533574
122_Cl-Water_Cls_045                   -66.690129       13.778620      -11.584430      -64.495938
122_Cl-Water_Cls_046                   -41.129929        9.406494      -13.738552      -45.461987
122_Cl-Water_Cls_047                   -50.807275        8.563536      -11.894970      -54.138709
122_Cl-Water_Cls_048                   -61.528540       22.350582      -16.308895      -55.486853
122_Cl-Water_Cls_049                   -57.314240       17.105577      -14.751437      -54.960100
122_Cl-Water_Cls_050                   -60.784703       19.282985      -15.787881      -57.289598
122_Cl-Water_Cls_051                   -43.515559       13.649061      -15.445687      -45.312185
122_Cl-Water_Cls_052                   -48.898124       14.456193      -12.583566      -47.025497
122_Cl-Water_Cls_053                   -41.822156       19.254913      -21.341338      -43.908581
122_Cl-Water_Cls_054                   -71.379293       24.112399      -15.535785      -62.802680
122_Cl-Water_Cls_055                   -52.729489       10.975469      -11.975519      -53.729539
122_Cl-Water_Cls_056                   -58.665047       11.141574      -11.474263      -58.997737
122_Cl-Water_Cls_057                   -67.941329       19.741934      -13.460726      -61.660121
122_Cl-Water_Cls_058                   -43.766580       14.456654      -14.113937      -43.423862
122_Cl-Water_Cls_059                   -67.626894       12.369035      -13.082557      -68.340416
122_Cl-Water_Cls_060                   -62.665161       17.910693      -12.483601      -57.238070
122_Cl-Water_Cls_061                   -58.255818       14.019698      -12.787409      -57.023529
122_Cl-Water_Cls_062                   -59.811803       13.418580      -11.894050      -58.287273
122_Cl-Water_Cls_063                   -40.066510        9.175527      -12.454637      -43.345620
122_Cl-Water_Cls_064                   -54.543160       14.829656      -12.748397      -52.461901
122_Cl-Water_Cls_065                   -35.143582        7.541033      -11.266122      -38.868671
122_Cl-Water_Cls_066                   -37.687218       16.030370      -15.774962      -37.431809
122_Cl-Water_Cls_067                   -47.500333       12.188343      -11.403799      -46.715790
122_Cl-Water_Cls_068                   -59.161204       10.498479      -11.929093      -60.591818
122_Cl-Water_Cls_069                   -59.761738       23.839186      -13.452729      -49.375280
122_Cl-Water_Cls_070                   -56.947145        9.986445      -12.498164      -59.458864
122_Cl-Water_Cls_071                   -60.157575       15.933829      -17.614311      -61.838057
122_Cl-Water_Cls_072                   -57.451972       12.213696      -14.424956      -59.663232
122_Cl-Water_Cls_073                   -46.128412       12.849199      -14.188274      -47.467488
122_Cl-Water_Cls_074                   -51.183302       15.725756      -16.066775      -51.524321
122_Cl-Water_Cls_075                   -40.601929       12.278381      -13.926983      -42.250531
122_Cl-Water_Cls_076                   -40.806557        9.026444      -11.808951      -43.589065
122_Cl-Water_Cls_077                   -53.508999       12.825858      -11.844052      -52.527193
122_Cl-Water_Cls_078                   -59.564148       14.586347      -11.386635      -56.364436
122_Cl-Water_Cls_079                   -57.898082       19.082128      -16.692472      -55.508426
122_Cl-Water_Cls_080                   -65.414552       19.809471      -13.035547      -58.640628
122_Cl-Water_Cls_081                   -51.385832       17.439840      -14.489734      -48.435727
122_Cl-Water_Cls_082                   -33.985817       10.134737      -14.550452      -38.401532
122_Cl-Water_Cls_083                   -61.624711       20.586099      -14.004467      -55.043079
122_Cl-Water_Cls_084                   -44.567122       15.350096      -15.333746      -44.550772
122_Cl-Water_Cls_085                   -51.737843       13.028740      -14.659793      -53.368896
122_Cl-Water_Cls_086                   -42.728856       13.436771      -14.206299      -43.498384
122_Cl-Water_Cls_087                   -42.316815       16.905650      -12.915233      -38.326398
122_Cl-Water_Cls_088                   -58.908862       13.318645      -13.871425      -59.461642
122_Cl-Water_Cls_089                   -60.895442       22.810056      -16.937354      -55.022740
122_Cl-Water_Cls_090                   -63.743858       11.903003      -12.556159      -64.397013
122_Cl-Water_Cls_091                   -71.415869       15.222995      -10.355011      -66.547885
122_Cl-Water_Cls_092                   -63.312587       20.805631      -13.471669      -55.978625
122_Cl-Water_Cls_093                   -60.848860       15.213688      -15.872985      -61.508157
122_Cl-Water_Cls_094                   -57.719146       16.724133      -13.477956      -54.472969
122_Cl-Water_Cls_095                   -51.489806       13.060068      -17.207444      -55.637181
122_Cl-Water_Cls_096                   -59.538047       15.231921      -13.258148      -57.564274
122_Cl-Water_Cls_097                   -58.427552       11.806132      -11.909854      -58.531274
122_Cl-Water_Cls_098                   -59.129714       16.792445      -15.765722      -58.102992
122_Cl-Water_Cls_099                   -52.366098       12.470228      -12.554598      -52.450468
123_Br-Water_Cls_000                   -31.191667        7.999561      -11.338161      -34.530267
123_Br-Water_Cls_001                   -60.590524       20.542006      -13.753136      -53.801654
123_Br-Water_Cls_002                   -53.706198        9.012609       -9.884256      -54.577846
123_Br-Water_Cls_003                   -21.893303        8.289780       -9.702816      -23.306339
123_Br-Water_Cls_004                   -52.718236       12.290942      -13.406400      -53.833694
123_Br-Water_Cls_005                   -40.209210       12.798827      -19.562274      -46.972657
123_Br-Water_Cls_006                   -53.459625       16.901162      -13.510153      -50.068617
123_Br-Water_Cls_007                   -65.337815       13.016407       -7.430922      -59.752329
123_Br-Water_Cls_008                   -33.825004       13.586648      -10.401253      -30.639609
123_Br-Water_Cls_009                   -47.697371       11.486914       -9.325064      -45.535522
123_Br-Water_Cls_010                   -31.561401       13.229457      -13.063369      -31.395312
123_Br-Water_Cls_011                   -43.040363       18.442356      -16.696730      -41.294737
123_Br-Water_Cls_012                   -54.082627       17.274894      -13.672771      -50.480504
123_Br-Water_Cls_013                   -45.136957       15.682964      -14.408261      -43.862254
123_Br-Water_Cls_014                   -42.510728        8.988098      -10.499708      -44.022337
123_Br-Water_Cls_015                   -54.858075       16.751490      -17.123483      -55.230068
123_Br-Water_Cls_016                   -45.894289       11.750329      -11.325970      -45.469930
123_Br-Water_Cls_017                   -48.848460       13.888341      -13.430098      -48.390217
123_Br-Water_Cls_018                   -41.933372        6.988182      -11.050655      -45.995845
123_Br-Water_Cls_019                   -51.578602       16.061635      -14.134231      -49.651198
123_Br-Water_Cls_020                   -48.293150       13.387016      -13.931834      -48.837968
123_Br-Water_Cls_021                   -46.592874       15.188480      -12.479383      -43.883776
123_Br-Water_Cls_022                   -50.465945       16.066542      -12.729447      -47.128850
123_Br-Water_Cls_023                   -43.366794       15.379403      -12.901514      -40.888905
123_Br-Water_Cls_024                   -45.052806       15.175471      -12.645518      -42.522852
123_Br-Water_Cls_025                   -54.005140       17.590995      -15.327137      -51.741283
123_Br-Water_Cls_026                   -45.575899       15.187537      -14.670340      -45.058703
123_Br-Water_Cls_027                   -57.434896       19.313900      -13.160400      -51.281396
123_Br-Water_Cls_028                   -36.767341       21.281879      -15.354872      -30.840334
123_Br-Water_Cls_029                   -32.987810        9.037250       -9.460499      -33.411059
123_Br-Water_Cls_030                   -44.388122       10.272031      -14.801449      -48.917540
123_Br-Water_Cls_031                   -42.229169       10.598672      -11.237352      -42.867849
123_Br-Water_Cls_032                   -38.243620       15.493566      -12.191283      -34.941337
123_Br-Water_Cls_033                   -43.401419       12.833835      -11.337533      -41.905118
123_Br-Water_Cls_034                   -52.967968       17.467950      -17.048702      -52.548719
123_Br-Water_Cls_035                   -37.581761       18.154780      -11.302052      -30.729033
123_Br-Water_Cls_036                   -44.507982       19.938159      -15.091510      -39.661333
123_Br-Water_Cls_037                   -45.078799       13.216126      -12.557527      -44.420200
123_Br-Water_Cls_038                   -48.302831        9.335030      -10.859979      -49.827779
123_Br-Water_Cls_039                   -51.627877       22.851918      -16.824249      -45.600208
123_Br-Water_Cls_040                   -49.310317       11.896100      -11.962199      -49.376416
123_Br-Water_Cls_041                   -54.726046       16.313519      -10.347964      -48.760490
123_Br-Water_Cls_042                   -53.506588       14.203264      -11.036859      -50.340183
123_Br-Water_Cls_043                   -54.021056       14.744525      -14.173188      -53.449718
123_Br-Water_Cls_044                   -55.116812       17.921302      -11.945083      -49.140593
123_Br-Water_Cls_045                   -40.414807       12.854999      -12.381307      -39.941115
123_Br-Water_Cls_046                   -55.758120       14.472204      -10.811014      -52.096931
123_Br-Water_Cls_047                   -52.340567       17.828997      -13.007397      -47.518967
123_Br-Water_Cls_048                   -35.585510        7.382246       -9.095021      -37.298286
123_Br-Water_Cls_049                   -32.993181        6.535572      -10.624855      -37.082464
123_Br-Water_Cls_050                   -52.991159       15.606450      -15.738711      -53.123419
123_Br-Water_Cls_051                   -50.702259       12.983223      -12.490266      -50.209302
123_Br-Water_Cls_052                   -33.564487        9.446571       -9.442126      -33.560042
123_Br-Water_Cls_053                   -41.470215       15.108036      -12.941508      -39.303687
123_Br-Water_Cls_054                   -40.838877        9.561319      -11.711626      -42.989184
123_Br-Water_Cls_055                   -57.070055       14.291421       -9.938000      -52.716635
123_Br-Water_Cls_056                   -53.197534       12.605069      -13.514998      -54.107462
123_Br-Water_Cls_057                   -31.151270       11.150995      -10.951989      -30.952265
123_Br-Water_Cls_058                   -49.610627       12.072274      -11.713017      -49.251370
123_Br-Water_Cls_059                   -50.148684       12.362063      -10.054624      -47.841246
123_Br-Water_Cls_060                   -41.803000       14.299681      -13.112947      -40.616266
123_Br-Water_Cls_061                   -40.527341        9.370769      -10.325098      -41.481670
123_Br-Water_Cls_062                   -48.993214        9.814211      -14.393402      -53.572405
123_Br-Water_Cls_063                   -45.298219       13.674405      -11.079155      -42.702969
123_Br-Water_Cls_064                   -60.367029       13.341521      -11.914183      -58.939690
123_Br-Water_Cls_065                   -56.504944       16.540102      -11.545082      -51.509923
123_Br-Water_Cls_066                   -24.861268        6.010952      -10.789327      -29.639643
123_Br-Water_Cls_067                   -35.818125       15.237840      -13.226909      -33.807194
123_Br-Water_Cls_068                   -35.947947        9.307551      -11.738299      -38.378695
123_Br-Water_Cls_069                   -39.298504       12.823253      -17.537296      -44.012547
123_Br-Water_Cls_070                   -42.629334       16.656282      -18.634877      -44.607929
123_Br-Water_Cls_071                   -46.093341       13.286553      -12.207532      -45.014319
123_Br-Water_Cls_072                   -49.560021        9.775409       -8.795814      -48.580427
123_Br-Water_Cls_073                   -51.144788       21.344313      -15.753868      -45.554342
123_Br-Water_Cls_074                   -34.224652       10.977625      -12.491176      -35.738203
123_Br-Water_Cls_075                   -39.631840       13.145362      -14.481286      -40.967764
123_Br-Water_Cls_076                   -53.280714       21.543037      -16.635970      -48.373648
123_Br-Water_Cls_077                   -52.662753       15.425073      -13.439915      -50.677594
123_Br-Water_Cls_078                   -31.355049        8.784732      -11.995921      -34.566239
123_Br-Water_Cls_079                   -50.769865       21.477660      -14.845320      -44.137524
123_Br-Water_Cls_080                   -31.926165        8.623595      -13.643342      -36.945912
123_Br-Water_Cls_081                   -31.697861        8.425602      -10.289898      -33.562157
123_Br-Water_Cls_082                   -35.125311       11.260797       -9.394705      -33.259219
123_Br-Water_Cls_083                   -66.933384       18.687776      -15.049359      -63.294967
123_Br-Water_Cls_084                   -67.273023       17.589593      -10.277065      -59.960495
123_Br-Water_Cls_085                   -48.731066       13.398097      -15.104963      -50.437931
123_Br-Water_Cls_086                   -69.559076       23.823468      -12.418472      -58.154080
123_Br-Water_Cls_087                   -40.944484       13.988248      -15.377648      -42.333884
123_Br-Water_Cls_088                   -27.798710        9.592390      -13.460169      -31.666488
123_Br-Water_Cls_089                   -39.915900       15.958247      -15.226713      -39.184367
123_Br-Water_Cls_090                   -42.582589       14.281290      -14.373705      -42.675004
123_Br-Water_Cls_091                   -31.251745        8.495020      -10.358951      -33.115676
123_Br-Water_Cls_092                   -53.533435       14.622802      -11.689229      -50.599861
123_Br-Water_Cls_093                   -35.958193       16.269986      -13.136782      -32.824989
123_Br-Water_Cls_094                   -65.550201       19.930122      -11.403092      -57.023171
123_Br-Water_Cls_095                   -42.840441       13.342193      -10.391828      -39.890076
123_Br-Water_Cls_096                   -56.321834       12.783871       -9.908626      -53.446589
123_Br-Water_Cls_097                   -43.330835        8.908464      -11.213991      -45.636362
123_Br-Water_Cls_098                   -55.807960       10.504575      -10.514336      -55.817721
123_Br-Water_Cls_099                   -44.812301       13.157769      -14.508613      -46.163144
